Group	Project	BugID	BugLocator	BLUiR	BRTracer	AmaLgam	BLIA	Locus
Previous	AspectJ	159896	0.2748 	0.2711 	0.2680 	0.2821 	0.2678 	0.0500 
Previous	AspectJ	161217	0.0910 	0.0096 	0.2550 	0.0146 	0.2763 	0.5000 
Previous	AspectJ	173602	0.0502 	0.0167 	0.1252 	0.0333 	0.5000 	0.0333 
Previous	ZXing	357	0.0062 	0.1429 	0.0081 	0.1429 	0.1667 	0.0909 
Previous	ZXing	363	0.2500 	0.5526 	0.2262 	0.5526 	0.1204 	0.5400 
Previous	ZXing	364	0.0182 	0.0204 	0.0227 	0.0204 	0.0000 	0.0909 
Previous	ZXing	376	0.0744 	0.0922 	0.0658 	0.0922 	0.0111 	0.1810 
Previous	ZXing	383	0.2250 	0.4500 	0.1667 	0.4500 	0.6667 	0.1056 
Previous	ZXing	407	0.0213 	0.0333 	0.0294 	0.0333 	0.0244 	0.0417 
Previous	ZXing	411	0.0500 	0.0093 	0.0588 	0.0093 	0.0370 	0.0303 
Previous	ZXing	412	0.5000 	0.2000 	1.0000 	0.2000 	0.1250 	0.1667 
Previous	ZXing	432	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 
Previous	ZXing	469	0.0111 	0.0204 	0.0196 	0.0204 	0.2500 	0.1111 
Previous	ZXing	475	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	0.5000 
Previous	ZXing	492	0.1319 	0.2430 	0.0854 	0.2430 	0.2333 	0.3450 
Previous	ZXing	507	0.1667 	1.0000 	0.1667 	1.0000 	1.0000 	1.0000 
Previous	ZXing	508	0.2000 	0.5000 	0.3333 	0.5000 	1.0000 	0.5000 
Previous	ZXing	511	0.5125 	0.5078 	0.2541 	0.5077 	0.2500 	0.1952 
Previous	ZXing	512	0.5000 	1.0000 	0.3333 	1.0000 	1.0000 	1.0000 
Previous	ZXing	519	0.5000 	0.1250 	1.0000 	0.1250 	1.0000 	0.2500 
Previous	ZXing	524	0.3333 	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 
Previous	ZXing	537	0.1119 	0.3000 	0.1045 	0.2955 	0.0833 	0.5667 
Previous	ZXing	548	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 
Previous	PDE	322352	0.5192 	0.2823 	0.2250 	0.2823 	0.5122 	0.5058 
Previous	PDE	413986	0.0833 	0.0036 	0.2500 	0.0036 	0.1250 	0.0038 
Previous	PDE	414291	0.3706 	0.0229 	0.1165 	0.0230 	0.0392 	0.0337 
Previous	PDE	415346	1.0000 	1.0000 	1.0000 	1.0000 	0.5000 	1.0000 
Previous	PDE	415488	0.1022 	0.1200 	0.1222 	0.1200 	0.0600 	0.2823 
Previous	PDE	416272	0.0569 	0.0460 	0.0540 	0.0461 	0.0186 	0.0676 
Previous	PDE	416723	0.5000 	1.0000 	0.2500 	1.0000 	0.0385 	1.0000 
Previous	PDE	417544	1.0000 	0.5000 	1.0000 	0.5000 	0.5000 	1.0000 
Previous	PDE	418226	0.3305 	0.5435 	0.5152 	0.5435 	0.5375 	0.2404 
Previous	PDE	419431	0.5116 	0.5143 	0.5052 	0.5143 	0.2500 	1.0000 
Previous	PDE	420609	1.0000 	0.0769 	0.5000 	0.0769 	1.0000 	0.5000 
Previous	PDE	421268	0.0659 	0.0185 	0.0673 	0.0189 	0.0340 	0.2558 
Previous	PDE	421976	0.0894 	0.0870 	0.0717 	0.0870 	0.4226 	0.0560 
Previous	PDE	421979	0.3381 	0.3478 	0.1942 	0.3478 	0.1980 	0.3113 
Previous	PDE	424111	1.0000 	0.5000 	1.0000 	0.5000 	0.5000 	1.0000 
Previous	PDE	424113	0.1432 	0.0636 	0.2987 	0.0653 	0.2568 	0.0838 
Previous	PDE	426503	0.5000 	1.0000 	0.3333 	1.0000 	1.0000 	1.0000 
Previous	PDE	426524	0.2879 	0.1968 	0.2885 	0.1968 	0.3044 	0.2265 
Previous	PDE	426525	0.8500 	0.5268 	0.6519 	0.5268 	0.5583 	0.1506 
Previous	PDE	426527	0.3155 	0.2440 	0.3251 	0.2440 	0.3471 	0.1635 
Previous	PDE	426528	0.0370 	0.0423 	0.0456 	0.0424 	0.0820 	0.0983 
Previous	PDE	426529	0.4286 	0.3433 	0.6667 	0.3433 	0.6667 	0.5556 
Previous	PDE	426531	0.0911 	0.0435 	0.1198 	0.0435 	0.0928 	0.1499 
Previous	PDE	426532	0.1209 	0.0861 	0.1911 	0.0861 	0.0913 	0.0915 
Previous	PDE	427825	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 
Previous	PDE	427995	0.0263 	0.0313 	0.1667 	0.0313 	0.5000 	0.5000 
Previous	PDE	428065	0.0208 	0.0909 	1.0000 	0.0909 	1.0000 	1.0000 
Previous	PDE	428259	1.0000 	0.0769 	1.0000 	0.0769 	0.5000 	1.0000 
Previous	PDE	429280	0.5000 	0.3333 	0.5000 	0.3333 	1.0000 	0.5000 
Previous	PDE	429372	0.3333 	0.5000 	0.3333 	0.5000 	0.2917 	0.5000 
Previous	PDE	429373	0.5037 	0.7000 	0.5039 	0.7000 	1.0000 	0.2436 
Previous	PDE	429679	1.0000 	1.0000 	1.0000 	1.0000 	0.4167 	1.0000 
Previous	PDE	429852	1.0000 	1.0000 	1.0000 	1.0000 	0.3333 	0.5000 
Previous	PDE	429902	0.0400 	1.0000 	0.0115 	1.0000 	0.0313 	0.0118 
Previous	PDE	430812	0.5000 	0.0714 	0.1429 	0.0714 	0.0192 	0.0625 
Previous	PDE	431223	0.0032 	0.0036 	0.0029 	0.0244 	0.0085 	0.0101 
Previous	PDE	432375	0.0208 	0.0833 	0.0196 	0.0833 	0.0500 	0.0056 
Previous	PDE	433416	1.0000 	1.0000 	1.0000 	1.0000 	0.0714 	0.0172 
Previous	PDE	434317	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	0.2000 
Previous	PDE	435205	0.5000 	1.0000 	0.2000 	1.0000 	0.5000 	0.0313 
Previous	PDE	435698	0.5000 	1.0000 	0.2000 	1.0000 	0.0769 	0.5000 
Previous	PDE	435810	0.0385 	0.0116 	0.0385 	0.0116 	0.0068 	0.0043 
Previous	PDE	435872	0.5011 	0.0857 	0.5011 	0.0857 	0.5000 	0.2522 
Previous	PDE	436418	0.0035 	0.0044 	0.0062 	0.0045 	0.0077 	0.0116 
Previous	PDE	436950	0.0385 	0.1111 	0.0500 	0.1111 	0.0345 	0.1667 
Previous	PDE	437726	0.2636 	0.2652 	0.3482 	0.2652 	0.2274 	0.4870 
Previous	PDE	438770	0.0323 	0.0031 	0.0159 	0.0031 	0.0030 	0.5000 
Previous	PDE	438848	0.0077 	0.0244 	0.3333 	0.0244 	1.0000 	0.1000 
Previous	PDE	439034	0.2000 	0.2000 	0.1667 	0.2000 	0.0556 	0.2500 
Previous	PDE	439409	0.3333 	0.0015 	0.3333 	0.0015 	0.0303 	0.1667 
Previous	PDE	440275	0.0545 	0.0293 	0.1756 	0.0293 	0.0236 	0.0233 
Previous	PDE	441190	0.0940 	0.0342 	0.0900 	0.0343 	0.0990 	0.1111 
Previous	PDE	441331	0.0122 	0.0040 	0.0169 	0.0040 	0.1016 	0.0154 
Previous	PDE	443338	0.0013 	0.0021 	0.0010 	0.0021 	0.0083 	0.0011 
Previous	PDE	444137	0.0216 	0.0244 	0.0217 	0.0260 	0.0319 	0.0232 
Previous	PDE	444936	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 
Previous	PDE	454594	0.1000 	0.3333 	1.0000 	0.3333 	0.0909 	1.0000 
Previous	PDE	458072	1.0000 	0.0833 	1.0000 	0.0833 	1.0000 	1.0000 
Previous	PDE	461549	0.1518 	0.2614 	0.3321 	0.2614 	0.0985 	0.2064 
Previous	PDE	438059	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0909 
Previous	JDT	439750	0.1753 	0.5351 	0.5713 	0.5351 	0.2913 	0.8583 
Previous	JDT	440000	0.1250 	1.0000 	0.0196 	1.0000 	0.0909 	0.0667 
Previous	JDT	440285	0.0845 	0.1675 	0.1030 	0.1675 	0.1008 	0.2361 
Previous	JDT	440764	0.0149 	0.0011 	0.1250 	0.0011 	1.0000 	0.0833 
Previous	JDT	440773	0.1758 	0.8333 	0.2167 	0.8333 	0.0309 	0.1714 
Previous	JDT	441208	0.0044 	0.0667 	0.0099 	0.0667 	0.0106 	0.0323 
Previous	JDT	441273	0.0167 	0.0141 	0.5023 	0.0141 	0.2870 	1.0000 
Previous	JDT	441726	0.1438 	0.1841 	0.3822 	0.1841 	0.1413 	0.2955 
Previous	JDT	441734	0.4037 	0.3503 	0.5024 	0.3503 	0.0778 	0.5833 
Previous	JDT	442416	0.3333 	0.5000 	0.5000 	0.5000 	0.2000 	1.0000 
Previous	JDT	442418	0.0133 	0.5000 	0.1667 	0.5000 	0.1250 	0.2500 
Previous	JDT	442452	0.0018 	0.0061 	0.0017 	0.0061 	0.0057 	0.0069 
Previous	JDT	442614	0.2524 	0.5208 	0.2538 	0.5208 	0.1273 	0.3680 
Previous	JDT	442755	0.0045 	0.0256 	0.0909 	0.0256 	0.2500 	0.3333 
Previous	JDT	443769	0.0032 	0.0022 	0.0020 	0.0022 	0.0000 	0.0139 
Previous	JDT	443932	0.1429 	0.3333 	0.5000 	0.3333 	0.2500 	1.0000 
Previous	JDT	444300	0.0068 	0.0857 	0.0099 	0.0857 	0.0713 	0.0135 
Previous	JDT	444803	0.0018 	0.0333 	0.0021 	0.0333 	0.0357 	0.0909 
Previous	JDT	445099	0.1111 	1.0000 	1.0000 	1.0000 	0.0455 	1.0000 
Previous	JDT	446255	0.0081 	0.0081 	0.0149 	0.0081 	0.0208 	0.1250 
Previous	JDT	446317	0.0066 	0.2632 	0.0114 	0.2632 	0.0384 	0.3813 
Previous	JDT	446691	0.0007 	0.0152 	0.0038 	0.0152 	0.0039 	0.0122 
Previous	JDT	446746	0.0488 	0.2667 	0.0612 	0.2667 	0.0465 	0.7500 
Previous	JDT	446765	0.0123 	0.0648 	0.0238 	0.0648 	0.0350 	0.0190 
Previous	JDT	447573	0.1831 	0.6227 	0.2442 	0.6227 	0.0961 	0.2894 
Previous	JDT	447579	0.2517 	0.5671 	0.3182 	0.5671 	0.1137 	0.4571 
Previous	JDT	448028	0.0369 	0.1111 	0.0417 	0.1111 	0.1345 	0.0656 
Previous	JDT	448112	0.0024 	0.0087 	0.0185 	0.0087 	0.0020 	0.0154 
Previous	JDT	448792	0.1728 	0.5648 	0.3668 	0.5648 	0.1313 	0.6414 
Previous	JDT	448794	0.1667 	0.6472 	0.5013 	0.6472 	0.1059 	0.5961 
Previous	JDT	448800	1.0000 	1.0000 	1.0000 	1.0000 	0.2500 	1.0000 
Previous	JDT	448914	0.0121 	0.0450 	0.0291 	0.0450 	0.0334 	0.1038 
Previous	JDT	448954	0.0090 	0.0465 	0.0150 	0.0465 	0.1091 	0.1204 
Previous	JDT	449780	0.3056 	0.3929 	0.2612 	0.3929 	0.2935 	0.6429 
Previous	JDT	450037	0.0006 	0.0013 	0.0006 	0.0013 	0.0020 	0.0028 
Previous	JDT	450380	0.0034 	0.0217 	0.0526 	0.0217 	0.5000 	0.1429 
Previous	JDT	450415	0.0116 	0.1667 	0.0217 	0.1667 	0.0034 	0.1000 
Previous	JDT	450442	0.0732 	0.1546 	0.1413 	0.1546 	0.0545 	0.0712 
Previous	JDT	450490	1.0000 	0.2000 	1.0000 	0.2000 	0.5000 	0.3333 
Previous	JDT	450604	0.1159 	0.2100 	0.5867 	0.2100 	0.1096 	0.3689 
Previous	JDT	450859	1.0000 	0.5769 	0.2361 	0.5769 	0.2167 	0.3611 
Previous	JDT	451289	0.0625 	0.3333 	0.5000 	0.3333 	0.2000 	1.0000 
Previous	JDT	451418	0.0769 	0.0106 	1.0000 	0.0106 	1.0000 	0.0588 
Previous	JDT	451540	0.0799 	0.1127 	0.5625 	0.1127 	0.1944 	0.7500 
Previous	JDT	451840	0.0238 	1.0000 	0.5000 	1.0000 	0.0526 	0.5000 
Previous	JDT	451902	0.0556 	0.0909 	0.0500 	0.0909 	0.2000 	0.0294 
Previous	JDT	451903	0.0769 	0.1667 	0.0588 	0.1667 	0.0294 	0.3333 
Previous	JDT	452194	0.0833 	0.1111 	0.1429 	0.1111 	0.0125 	1.0000 
Previous	JDT	453475	0.0111 	0.0753 	0.0040 	0.0753 	0.0279 	0.1187 
Previous	JDT	453527	0.1667 	0.5000 	0.5000 	0.5000 	0.0455 	0.1250 
Previous	JDT	453687	0.0625 	0.0167 	0.0667 	0.0167 	0.1000 	0.2500 
Previous	JDT	454031	0.0024 	0.0370 	0.0500 	0.0370 	0.0050 	0.0109 
Previous	JDT	454411	0.0110 	0.0667 	0.0137 	0.0667 	0.0116 	0.0500 
Previous	JDT	455557	0.0111 	0.2000 	0.5000 	0.2000 	1.0000 	0.2500 
Previous	JDT	455882	0.0152 	0.0357 	0.3333 	0.0357 	1.0000 	1.0000 
Previous	JDT	455945	0.0169 	0.0459 	0.0294 	0.0459 	0.1887 	0.0944 
Previous	JDT	455986	1.0000 	1.0000 	1.0000 	1.0000 	0.1000 	0.5000 
Previous	JDT	456236	0.0312 	0.0261 	0.0377 	0.0261 	0.0646 	0.0953 
Previous	JDT	456481	0.2500 	0.0769 	0.2500 	0.0769 	0.0400 	1.0000 
Previous	JDT	456487	0.0043 	0.0232 	0.0333 	0.0232 	0.0195 	0.0299 
Previous	JDT	456497	0.0303 	0.0930 	0.0421 	0.0930 	0.0436 	0.0573 
Previous	JDT	456532	0.0210 	0.5000 	0.2667 	0.5000 	0.0713 	0.3000 
Previous	JDT	456861	0.0034 	0.1667 	0.1250 	0.1667 	0.3333 	1.0000 
Previous	JDT	456960	0.2500 	0.2500 	1.0000 	0.2500 	1.0000 	1.0000 
Previous	JDT	457079	0.0190 	0.2628 	0.0623 	0.2628 	0.4568 	0.1999 
Previous	JDT	457210	0.0069 	0.0772 	0.3866 	0.0772 	0.0090 	0.0991 
Previous	JDT	458361	0.0943 	0.0242 	0.0684 	0.0242 	0.0750 	0.1344 
Previous	JDT	458577	0.3117 	0.1466 	0.3658 	0.1466 	0.0450 	0.9667 
Previous	JDT	458613	0.0030 	0.0313 	0.0025 	0.0313 	0.0164 	0.0179 
Previous	JDT	458614	0.0137 	0.0357 	0.0132 	0.0357 	0.0109 	0.1250 
Previous	JDT	459320	0.0049 	0.1429 	0.0035 	0.1429 	0.0063 	0.0000 
Previous	JDT	459344	1.0000 	0.1667 	1.0000 	0.1667 	0.0435 	0.2500 
Previous	JDT	459739	0.0012 	0.0204 	0.0031 	0.0204 	0.0093 	0.0588 
Previous	JDT	459967	0.3145 	0.3042 	0.2419 	0.3042 	0.0879 	0.4208 
Previous	JDT	460008	0.0820 	0.0739 	0.0390 	0.0739 	0.0121 	0.0069 
Previous	JDT	460186	1.0000 	0.1250 	0.5000 	0.1250 	0.3333 	1.0000 
Previous	JDT	460350	0.0476 	0.1000 	0.1429 	0.1000 	0.0161 	0.5000 
Previous	JDT	460422	0.0007 	0.0014 	0.0006 	0.0014 	0.0000 	0.0016 
Previous	JDT	460484	0.1667 	0.1667 	1.0000 	0.1667 	0.3333 	1.0000 
Previous	JDT	460993	0.5000 	1.0000 	1.0000 	1.0000 	0.1667 	1.0000 
Previous	JDT	461025	0.0204 	0.0303 	0.0087 	0.0303 	0.0132 	0.3333 
Previous	JDT	461863	0.0057 	0.0088 	0.0010 	0.0088 	0.0000 	0.0025 
Previous	JDT	461969	0.0002 	0.0007 	0.0003 	0.0007 	0.0000 	0.0032 
Previous	JDT	462083	0.1000 	0.5000 	0.1250 	0.5000 	0.0769 	0.2500 
Previous	JDT	462756	0.4343 	0.4721 	0.4606 	0.4721 	0.2215 	0.4755 
Previous	JDT	462768	0.2547 	0.0970 	0.2524 	0.0970 	0.2818 	0.1318 
Previous	JDT	462790	0.0015 	0.0100 	0.0162 	0.0100 	0.0053 	0.0036 
Previous	JDT	463330	0.2247 	0.3173 	0.2372 	0.3173 	0.0523 	0.4850 
Previous	JDT	463533	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	0.5000 
Previous	JDT	464312	0.0366 	0.0453 	0.0227 	0.0453 	0.0076 	0.0073 
Previous	JDT	464408	0.0250 	0.0526 	0.1429 	0.0526 	1.0000 	0.2500 
Previous	JDT	464463	1.0000 	1.0000 	1.0000 	1.0000 	0.3333 	1.0000 
Previous	JDT	464615	0.0011 	0.0033 	0.0013 	0.0033 	0.0000 	0.0028 
Previous	JDT	464800	0.5000 	0.1429 	1.0000 	0.1429 	0.0769 	1.0000 
Previous	SWT	14654	0.2500 	1.0000 	0.1429 	1.0000 	1.0000 	1.0000 
Previous	SWT	58185	0.7929 	0.7071 	0.5278 	0.7071 	0.4928 	0.5104 
Previous	SWT	75739	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 
Previous	SWT	77948	0.1250 	0.0313 	0.2500 	0.0313 	1.0000 	0.1429 
Previous	SWT	78548	0.0774 	0.3611 	0.1010 	0.3611 	0.0673 	0.0359 
Previous	SWT	78559	0.2000 	1.0000 	0.2000 	1.0000 	1.0000 	0.1111 
Previous	SWT	78634	0.5000 	1.0000 	1.0000 	1.0000 	1.0000 	0.0833 
Previous	SWT	78854	0.1214 	0.2955 	0.0635 	0.2955 	0.1836 	0.1385 
Previous	SWT	78856	0.0270 	0.2000 	0.0111 	0.2000 	0.0588 	0.0044 
Previous	SWT	79107	0.2610 	0.1658 	0.2853 	0.1658 	0.1076 	0.1673 
Previous	SWT	79268	0.0500 	0.0064 	0.0909 	0.0064 	0.0909 	1.0000 
Previous	SWT	79419	0.0512 	0.0919 	0.0848 	0.0919 	0.0631 	0.0029 
Previous	SWT	79481	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	0.5000 
Previous	SWT	80120	0.3333 	1.0000 	0.3333 	1.0000 	1.0000 	1.0000 
Previous	SWT	80276	0.2500 	0.5000 	1.0000 	0.5000 	0.5000 	0.5000 
Previous	SWT	80506	1.0000 	1.0000 	1.0000 	1.0000 	0.5000 	0.5000 
Previous	SWT	80830	0.1208 	0.5115 	0.1553 	0.5115 	0.0919 	0.0615 
Previous	SWT	81242	0.1752 	0.1300 	0.1335 	0.1261 	0.0377 	0.0390 
Previous	SWT	81264	0.7255 	0.4936 	0.5909 	0.4936 	0.7000 	0.2677 
Previous	SWT	81265	0.0833 	1.0000 	0.2000 	1.0000 	0.2500 	0.0286 
Previous	SWT	81834	0.1875 	0.4167 	0.1750 	0.4167 	0.0634 	0.0530 
Previous	SWT	82277	0.3333 	0.1667 	0.2500 	0.1667 	0.3333 	0.0145 
Previous	SWT	82346	1.0000 	0.5000 	1.0000 	0.5000 	0.5000 	1.0000 
Previous	SWT	82500	0.3333 	0.2500 	0.2500 	0.2500 	0.0714 	0.0909 
Previous	SWT	82905	0.5000 	1.0000 	1.0000 	1.0000 	0.5000 	0.1111 
Previous	SWT	83251	0.0808 	0.0228 	0.0813 	0.0228 	0.0604 	0.0221 
Previous	SWT	83262	0.0069 	0.0130 	0.0072 	0.0130 	0.0000 	0.0042 
Previous	SWT	83408	0.1206 	0.1752 	0.1725 	0.1752 	0.3382 	0.3173 
Previous	SWT	83699	0.1111 	0.0667 	0.0714 	0.0667 	0.0400 	0.0714 
Previous	SWT	84012	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 
Previous	SWT	84557	0.0381 	0.0630 	0.0407 	0.0630 	0.0068 	0.0155 
Previous	SWT	84609	0.8333 	1.0000 	1.0000 	1.0000 	0.4500 	0.1458 
Previous	SWT	84906	0.0910 	0.0452 	0.1181 	0.0452 	0.0303 	0.0564 
Previous	SWT	84911	0.4608 	0.3785 	0.4608 	0.3785 	0.2938 	0.2182 
Previous	SWT	85072	0.1111 	0.3333 	0.1667 	0.3333 	0.2500 	0.0500 
Previous	SWT	86000	0.1429 	1.0000 	0.1000 	1.0000 	0.1250 	0.0588 
Previous	SWT	86294	0.0252 	0.0352 	0.0245 	0.0352 	0.0320 	0.0196 
Previous	SWT	86631	0.0208 	0.0714 	0.2000 	0.0714 	0.5000 	1.0000 
Previous	SWT	87363	0.1139 	0.1509 	0.0951 	0.1509 	0.0774 	0.0336 
Previous	SWT	87460	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 
Previous	SWT	87676	0.0455 	1.0000 	0.1429 	1.0000 	0.5000 	0.0270 
Previous	SWT	87855	0.0394 	0.0482 	0.1289 	0.0482 	0.5143 	0.1250 
Previous	SWT	87997	0.1270 	0.1303 	0.2500 	0.1303 	0.3250 	0.0320 
Previous	SWT	88717	0.1964 	0.3333 	0.1422 	0.3333 	0.0000 	0.0635 
Previous	SWT	88829	0.1667 	0.5000 	0.5000 	0.5000 	0.2500 	0.3333 
Previous	SWT	89533	0.0909 	0.1667 	0.0526 	0.1667 	0.0000 	0.0123 
Previous	SWT	90018	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 
Previous	SWT	90258	0.3333 	1.0000 	0.5000 	1.0000 	1.0000 	0.3333 
Previous	SWT	91159	0.5000 	1.0000 	0.2500 	1.0000 	0.3333 	0.5000 
Previous	SWT	91317	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	0.2000 
Previous	SWT	92013	0.2620 	0.6848 	0.3111 	0.6848 	0.5255 	0.3972 
Previous	SWT	92017	0.8333 	0.8333 	1.0000 	0.8333 	0.4167 	0.1181 
Previous	SWT	92181	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 
Previous	SWT	92241	1.0000 	1.0000 	1.0000 	1.0000 	0.3333 	1.0000 
Previous	SWT	92341	0.1505 	0.2758 	0.3500 	0.2758 	0.3768 	0.0359 
Previous	SWT	92612	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 
Previous	SWT	92757	0.5119 	0.5196 	0.5133 	0.5196 	0.5213 	0.5625 
Previous	SWT	93380	0.3333 	0.5000 	0.5000 	0.5000 	1.0000 	0.0455 
Previous	SWT	93724	1.0000 	0.8333 	1.0000 	0.8333 	0.5833 	0.5135 
Previous	SWT	94467	0.0503 	0.1326 	0.1011 	0.1326 	0.1111 	0.3378 
Previous	SWT	94598	0.0239 	0.0247 	0.0141 	0.0247 	0.0215 	0.0211 
Previous	SWT	94603	0.5000 	1.0000 	1.0000 	1.0000 	0.5000 	0.2000 
Previous	SWT	95410	0.5896 	0.6399 	0.4255 	0.6399 	0.3887 	0.1416 
Previous	SWT	96053	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	0.2000 
Previous	SWT	96916	0.4997 	0.4438 	0.4565 	0.4438 	0.3082 	0.2525 
Previous	SWT	97177	0.5000 	1.0000 	0.5000 	1.0000 	0.1667 	0.0435 
Previous	SWT	97651	0.3125 	0.6000 	0.5909 	0.6000 	0.2500 	0.1175 
Previous	SWT	97678	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 
Previous	SWT	97745	0.4589 	0.5833 	0.4795 	0.5833 	0.1990 	0.3720 
Previous	SWT	99145	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	0.2500 
Previous	SWT	99266	0.1104 	0.5667 	0.3026 	0.5667 	0.2770 	0.0373 
Previous	SWT	99376	0.0067 	0.0057 	0.0057 	0.0057 	0.0000 	0.0020 
Previous	SWT	100040	0.3332 	0.3388 	0.2804 	0.3388 	0.0811 	0.3239 
Previous	SWT	100095	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 
Previous	SWT	100387	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 
Previous	SWT	101354	0.2000 	0.0294 	0.1429 	0.0294 	0.3333 	1.0000 
Previous	SWT	102756	1.0000 	1.0000 	1.0000 	1.0000 	0.0588 	0.2500 
Previous	SWT	102794	0.5000 	1.0000 	0.3333 	1.0000 	0.5000 	0.0833 
Previous	SWT	103863	0.4250 	0.4013 	0.4662 	0.4013 	0.3923 	0.1392 
Previous	SWT	103976	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	0.0769 
Previous	SWT	104150	1.0000 	0.5000 	1.0000 	0.5000 	0.1429 	0.0588 
Previous	SWT	104545	1.0000 	1.0000 	1.0000 	1.0000 	0.5000 	1.0000 
Previous	SWT	104966	0.3333 	1.0000 	1.0000 	1.0000 	1.0000 	0.2500 
Previous	SWT	105772	0.5000 	0.5000 	1.0000 	0.5000 	0.2500 	0.0286 
Previous	SWT	106289	0.2000 	0.3333 	1.0000 	0.3333 	0.5000 	0.5000 
Previous	SWT	106372	0.2695 	0.4211 	0.4400 	0.4211 	0.4035 	0.1893 
Previous	SWT	107145	0.0769 	0.1111 	0.5000 	0.1111 	0.0357 	0.5000 
Previous	SWT	108236	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	0.2000 
Previous	SWT	108591	0.3444 	0.3691 	0.3860 	0.3691 	0.3526 	0.1808 
Previous	SWT	108769	1.0000 	1.0000 	1.0000 	1.0000 	0.5000 	0.5000 
Previous	SWT	108792	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 
Previous	SWT	108813	0.0588 	0.0625 	0.0625 	0.0625 	0.3333 	0.1111 
Previous	SWT	111259	0.0769 	0.1667 	1.0000 	0.1667 	0.5000 	0.0833 
Previous	SWT	112358	0.3333 	0.0169 	0.1429 	0.0169 	0.5000 	0.0122 
Previous	SWT	113971	0.1526 	0.1714 	0.8333 	0.1714 	0.8333 	0.1458 
Previous	SWT	115947	0.0270 	0.0400 	0.0286 	0.0400 	0.0135 	0.0435 
Previous	SWT	117574	0.5588 	0.2111 	1.0000 	0.2111 	0.5145 	0.0390 
Previous	SWT	119192	1.0000 	0.5000 	1.0000 	0.5000 	1.0000 	1.0000 
