Group	Project	BugID	hasEnum	hasSTrace	hasCR	hasCE	NTk	NLocalTk	NDiskTk	NDistCE	RatioDistTk	RatioDistCE
Apache	HIVE	4586	0	0	0	1	5	0	5	1	0.000559	0.000112
Apache	HIVE	2540	0	0	1	1	23	0	15	1	0.001677	0.000112
Apache	HIVE	2544	0	0	0	1	24	1	18	1	0.002012	0.000112
Apache	HIVE	497	0	0	1	0	44	2	14	0	0.001565	0
Apache	HIVE	498	0	0	0	1	14	3	8	4	0.000894	0.000447
Apache	HIVE	499	0	0	1	0	11	2	9	0	0.001006	0
Apache	HIVE	12788	0	0	1	1	125	1	37	2	0.004136	0.000224
Apache	HIVE	501	0	0	1	1	17	1	12	2	0.001341	0.000224
Apache	HIVE	8541	0	0	1	1	85	6	41	1	0.004583	0.000112
Apache	HIVE	14839	0	0	1	1	161	10	71	11	0.007937	0.00123
Apache	HIVE	504	0	0	0	1	43	1	31	8	0.003465	0.000894
Apache	HIVE	5204	0	0	0	1	48	3	30	5	0.003353	0.000559
Apache	HIVE	12795	0	1	1	1	323	8	81	26	0.009054	0.002906
Apache	HIVE	6652	0	0	0	1	291	14	154	11	0.017214	0.00123
Apache	HIVE	12797	0	1	0	1	77	0	36	11	0.004024	0.00123
Apache	HIVE	511	0	0	0	1	16	0	13	2	0.001453	0.000224
Apache	HIVE	12800	0	0	0	1	7	1	7	1	0.000782	0.000112
Apache	HIVE	514	0	0	1	0	37	1	17	0	0.0019	0
Apache	HIVE	10755	0	0	0	0	37	3	27	0	0.003018	0
Apache	HIVE	2564	0	0	0	0	36	0	26	0	0.002906	0
Apache	HIVE	517	0	0	1	1	103	5	55	7	0.006148	0.000782
Apache	HIVE	12807	0	0	0	0	11	0	7	0	0.000782	0
Apache	HIVE	520	0	0	0	1	18	3	16	2	0.001789	0.000224
Apache	HIVE	12809	0	0	0	1	18	0	14	2	0.001565	0.000224
Apache	HIVE	523	0	0	0	1	10	1	8	2	0.000894	0.000224
Apache	HIVE	13861	0	0	0	1	49	0	40	3	0.004471	0.000335
Apache	HIVE	12814	0	0	0	0	14	0	9	0	0.001006	0
Apache	HIVE	12815	0	1	0	1	268	6	69	29	0.007713	0.003242
Apache	HIVE	528	0	0	0	1	13	3	9	3	0.001006	0.000335
Apache	HIVE	14865	0	0	0	0	10	0	8	0	0.000894	0
Apache	HIVE	12818	0	0	0	0	9	0	6	0	0.000671	0
Apache	HIVE	12819	0	0	0	0	5	0	5	0	0.000559	0
Apache	HIVE	532	0	0	0	0	21	0	11	0	0.00123	0
Apache	HIVE	12821	0	0	0	0	5	0	5	0	0.000559	0
Apache	HIVE	12822	0	0	0	0	5	0	5	0	0.000559	0
Apache	HIVE	12823	0	0	0	0	5	0	5	0	0.000559	0
Apache	HIVE	12824	0	0	0	0	10	0	9	0	0.001006	0
Apache	HIVE	14873	0	0	0	0	7	0	6	0	0.000671	0
Apache	HIVE	13743	0	1	0	1	257	11	93	42	0.010396	0.004695
Apache	HIVE	12829	0	0	0	0	3	0	3	0	0.000335	0
Apache	HIVE	12830	0	0	0	0	3	0	3	0	0.000335	0
Apache	HIVE	6687	0	0	1	1	60	5	38	3	0.004248	0.000335
Apache	HIVE	544	0	0	0	1	12	1	10	2	0.001118	0.000224
Apache	HIVE	545	0	0	0	1	36	3	24	3	0.002683	0.000335
Apache	HIVE	14883	0	0	1	1	105	16	65	22	0.007266	0.002459
Apache	HIVE	12837	0	0	0	1	102	4	54	2	0.006036	0.000224
Apache	HIVE	14229	0	0	0	1	35	0	20	3	0.002236	0.000335
Apache	HIVE	14215	0	0	0	1	97	2	38	1	0.004248	0.000112
Apache	HIVE	557	0	0	0	1	16	0	12	1	0.001341	0.000112
Apache	HIVE	13405	0	0	0	1	20	2	17	3	0.0019	0.000335
Apache	HIVE	560	0	0	1	0	48	4	23	0	0.002571	0
Apache	HIVE	12040	0	0	0	0	32	1	20	0	0.002236	0
Apache	HIVE	2615	0	0	0	1	80	2	47	4	0.005254	0.000447
Apache	HIVE	6712	0	0	1	1	30	1	18	3	0.002012	0.000335
Apache	HIVE	15090	0	0	0	1	33	0	26	1	0.002906	0.000112
Apache	HIVE	6716	0	0	1	1	41	1	19	5	0.002124	0.000559
Apache	HIVE	574	0	0	1	1	65	2	43	10	0.004807	0.001118
Apache	HIVE	14773	0	1	1	1	594	19	153	70	0.017103	0.007825
Apache	HIVE	8768	0	0	0	0	5	0	5	0	0.000559	0
Apache	HIVE	12865	0	0	0	0	144	1	47	0	0.005254	0
Apache	HIVE	578	0	0	0	0	44	2	29	0	0.003242	0
Apache	HIVE	12867	0	0	0	0	20	1	12	0	0.001341	0
Apache	HIVE	2455	0	0	0	1	6	1	6	1	0.000671	0.000112
Apache	HIVE	2631	0	0	0	1	28	7	23	2	0.002571	0.000224
Apache	HIVE	14092	0	1	0	1	305	6	58	38	0.006483	0.004248
Apache	HIVE	587	1	0	0	1	66	2	42	5	0.004695	0.000559
Apache	HIVE	14924	0	0	0	1	111	14	41	10	0.004583	0.001118
Apache	HIVE	13410	0	0	0	1	34	3	23	2	0.002571	0.000224
Apache	HIVE	11021	0	0	0	1	28	2	19	4	0.002124	0.000447
Apache	HIVE	592	0	0	0	0	28	0	16	0	0.001789	0
Apache	HIVE	14147	0	0	0	0	10	0	9	0	0.001006	0
Apache	HIVE	595	0	0	0	1	22	0	19	3	0.002124	0.000335
Apache	HIVE	6741	0	0	1	1	89	4	58	18	0.006483	0.002012
Apache	HIVE	13753	0	0	0	1	41	0	29	1	0.003242	0.000112
Apache	HIVE	10841	1	0	1	1	1228	16	121	16	0.013526	0.001789
Apache	HIVE	6747	0	0	0	1	3	1	3	1	0.000335	0.000112
Apache	HIVE	12893	0	0	0	0	38	1	16	0	0.001789	0
Apache	HIVE	14943	0	0	0	0	13	0	12	0	0.001341	0
Apache	HIVE	14944	0	0	0	0	10	0	8	0	0.000894	0
Apache	HIVE	14945	0	0	0	1	53	9	38	5	0.004248	0.000559
Apache	HIVE	14779	0	0	1	1	8	3	7	3	0.000782	0.000335
Apache	HIVE	612	0	0	0	1	10	0	9	1	0.001006	0.000112
Apache	HIVE	12904	0	0	1	1	650	37	140	61	0.015649	0.006819
Apache	HIVE	12905	0	0	0	0	23	0	18	0	0.002012	0
Apache	HIVE	12911	0	0	0	0	9	1	9	0	0.001006	0
Apache	HIVE	14751	0	0	0	1	32	2	20	2	0.002236	0.000224
Apache	HIVE	14966	0	0	0	1	74	0	53	1	0.005924	0.000112
Apache	HIVE	5225	0	0	0	1	421	15	105	64	0.011737	0.007154
Apache	HIVE	8824	0	1	1	1	370	9	130	54	0.014532	0.006036
Apache	HIVE	634	0	0	0	1	77	5	46	2	0.005142	0.000224
Apache	HIVE	635	0	0	0	1	19	0	14	4	0.001565	0.000447
Apache	HIVE	12926	0	1	0	1	78	0	37	11	0.004136	0.00123
Apache	HIVE	10879	0	0	1	1	303	0	120	15	0.013414	0.001677
Apache	HIVE	10880	0	0	1	1	307	0	122	15	0.013637	0.001677
Apache	HIVE	10881	0	0	1	1	303	0	120	15	0.013414	0.001677
Apache	HIVE	12931	0	0	0	0	13	0	11	0	0.00123	0
Apache	HIVE	12933	0	0	0	1	27	3	21	2	0.002347	0.000224
Apache	HIVE	11241	0	0	0	1	80	3	40	3	0.004471	0.000335
Apache	HIVE	12935	0	0	0	0	36	1	26	0	0.002906	0
Apache	HIVE	14984	0	0	0	1	107	4	56	3	0.00626	0.000335
Apache	HIVE	12937	0	1	0	1	323	16	97	39	0.010843	0.004359
Apache	HIVE	6935	0	0	0	1	65	0	42	2	0.004695	0.000224
Apache	HIVE	12941	0	0	1	0	52	0	21	0	0.002347	0
Apache	HIVE	2702	0	0	1	1	44	4	31	8	0.003465	0.000894
Apache	HIVE	10895	0	0	0	1	21	0	20	1	0.002236	0.000112
Apache	HIVE	2705	0	0	0	1	30	1	21	2	0.002347	0.000224
Apache	HIVE	14411	1	0	1	1	110	16	51	6	0.005701	0.000671
Apache	HIVE	12947	0	1	0	1	280	3	82	32	0.009166	0.003577
Apache	HIVE	6806	0	0	0	1	33	1	24	3	0.002683	0.000335
Apache	HIVE	12951	0	0	0	0	25	1	23	0	0.002571	0
Apache	HIVE	8856	1	0	0	1	91	8	51	1	0.005701	0.000112
Apache	HIVE	11931	0	0	1	0	170	3	56	0	0.00626	0
Apache	HIVE	12954	0	0	0	1	10	1	8	1	0.000894	0.000112
Apache	HIVE	14447	0	0	0	1	6	1	6	1	0.000671	0.000112
Apache	HIVE	15004	0	0	1	1	282	24	131	44	0.014643	0.004918
Apache	HIVE	11034	1	0	1	1	176	6	41	4	0.004583	0.000447
Apache	HIVE	2721	0	0	0	1	74	4	41	3	0.004583	0.000335
Apache	HIVE	12963	0	0	0	1	77	2	46	1	0.005142	0.000112
Apache	HIVE	12964	0	0	0	1	6	2	6	2	0.000671	0.000224
Apache	HIVE	12742	0	0	1	0	30	1	21	0	0.002347	0
Apache	HIVE	8870	0	1	1	1	176	3	74	12	0.008272	0.001341
Apache	HIVE	6824	0	0	0	0	41	0	32	0	0.003577	0
Apache	HIVE	12969	0	0	0	1	19	1	12	2	0.001341	0.000224
Apache	HIVE	12743	0	1	0	1	114	0	41	12	0.004583	0.001341
Apache	HIVE	2732	0	1	1	1	329	6	84	44	0.00939	0.004918
Apache	HIVE	2735	0	0	0	1	17	2	16	1	0.001789	0.000112
Apache	HIVE	2736	0	1	0	1	372	7	106	51	0.011849	0.005701
Apache	HIVE	6833	1	0	0	0	95	0	31	0	0.003465	0
Apache	HIVE	12981	0	0	0	1	40	2	28	3	0.00313	0.000335
Apache	HIVE	15030	0	0	0	0	16	0	12	0	0.001341	0
Apache	HIVE	5956	0	0	0	0	8	0	8	0	0.000894	0
Apache	HIVE	2746	0	0	0	1	19	1	18	3	0.002012	0.000335
Apache	HIVE	2748	0	0	0	0	15	1	15	0	0.001677	0
Apache	HIVE	12990	0	1	1	1	140	13	46	28	0.005142	0.00313
Apache	HIVE	6847	0	0	0	0	33	0	27	0	0.003018	0
Apache	HIVE	2752	0	0	1	1	313	4	76	42	0.008495	0.004695
Apache	HIVE	12993	0	0	0	0	51	0	26	0	0.002906	0
Apache	HIVE	12995	0	0	0	0	53	5	35	0	0.003912	0
Apache	HIVE	12996	0	0	0	0	73	12	43	0	0.004807	0
Apache	HIVE	2757	0	0	0	0	25	1	21	0	0.002347	0
Apache	HIVE	15046	0	0	0	1	50	1	35	1	0.003912	0.000112
Apache	HIVE	12999	0	0	0	1	101	3	39	10	0.004359	0.001118
Apache	HIVE	10594	0	1	1	1	1153	6	174	71	0.01945	0.007937
Apache	HIVE	718	0	0	1	1	120	2	38	1	0.004248	0.000112
Apache	HIVE	12749	0	0	1	1	114	1	49	2	0.005477	0.000224
Apache	HIVE	13008	0	1	0	1	384	30	90	67	0.01006	0.007489
Apache	HIVE	14686	0	0	1	1	81	8	51	13	0.005701	0.001453
Apache	HIVE	15061	0	0	0	0	69	0	40	0	0.004471	0
Apache	HIVE	13016	0	1	0	1	121	9	44	12	0.004918	0.001341
Apache	HIVE	13017	0	1	1	1	2821	85	480	119	0.053655	0.013302
Apache	HIVE	2778	0	1	1	1	336	1	97	48	0.010843	0.005366
Apache	HIVE	10971	0	0	1	1	58	2	34	2	0.003801	0.000224
Apache	HIVE	13020	0	0	0	1	40	2	29	1	0.003242	0.000112
Apache	HIVE	6877	0	0	0	1	28	1	18	2	0.002012	0.000224
Apache	HIVE	2784	0	0	0	1	235	3	65	33	0.007266	0.003689
Apache	HIVE	741	0	0	1	0	34	1	20	0	0.002236	0
Apache	HIVE	10983	0	0	0	1	188	2	113	14	0.012631	0.001565
Apache	HIVE	2792	0	0	0	0	7	0	7	0	0.000782	0
Apache	HIVE	13036	0	0	0	1	15	1	14	1	0.001565	0.000112
Apache	HIVE	15096	0	0	1	1	138	9	42	10	0.004695	0.001118
Apache	HIVE	13039	0	0	1	1	121	3	51	5	0.005701	0.000559
Apache	HIVE	13096	0	0	0	1	37	2	24	1	0.002683	0.000112
Apache	HIVE	13042	0	0	0	1	111	8	42	22	0.004695	0.002459
Apache	HIVE	2803	0	0	1	1	81	9	44	3	0.004918	0.000335
Apache	HIVE	10996	0	0	1	1	345	12	79	7	0.008831	0.000782
Apache	HIVE	11049	0	0	0	0	27	0	18	0	0.002012	0
Apache	HIVE	11000	0	1	1	1	1085	0	131	71	0.014643	0.007937
Apache	HIVE	763	0	0	0	1	39	5	26	2	0.002906	0.000224
Apache	HIVE	6908	0	0	0	1	49	4	39	2	0.004359	0.000224
Apache	HIVE	1321	1	0	0	1	49	1	40	1	0.004471	0.000112
Apache	HIVE	12757	0	0	0	1	20	2	19	2	0.002124	0.000224
Apache	HIVE	13056	0	0	0	1	176	8	59	5	0.006595	0.000559
Apache	HIVE	13809	0	0	0	0	90	1	54	0	0.006036	0
Apache	HIVE	14135	0	0	0	0	32	1	22	0	0.002459	0
Apache	HIVE	2820	0	1	0	1	395	9	131	35	0.014643	0.003912
Apache	HIVE	773	0	0	0	1	3	1	3	1	0.000335	0.000112
Apache	HIVE	774	0	0	0	1	59	3	24	3	0.002683	0.000335
Apache	HIVE	13063	0	0	1	0	60	4	28	0	0.00313	0
Apache	HIVE	13153	0	0	0	1	28	4	18	2	0.002012	0.000224
Apache	HIVE	13065	1	1	1	1	409	5	98	35	0.010955	0.003912
Apache	HIVE	13066	0	0	0	0	26	0	22	0	0.002459	0
Apache	HIVE	2829	0	0	1	1	24	0	14	2	0.001565	0.000224
Apache	HIVE	13075	0	0	1	1	116	10	79	20	0.008831	0.002236
Apache	HIVE	13077	0	0	1	1	29	2	19	3	0.002124	0.000335
Apache	HIVE	4868	0	0	0	0	57	0	32	0	0.003577	0
Apache	HIVE	13079	0	0	0	0	28	1	23	0	0.002571	0
Apache	HIVE	794	0	0	0	1	58	12	47	13	0.005254	0.001453
Apache	HIVE	13083	0	1	0	1	128	7	64	15	0.007154	0.001677
Apache	HIVE	11036	0	0	0	1	15	2	13	1	0.001453	0.000112
Apache	HIVE	4893	0	0	0	1	6	0	6	1	0.000671	0.000112
Apache	HIVE	13086	0	0	0	1	30	1	16	1	0.001789	0.000112
Apache	HIVE	4895	0	0	0	1	12	1	11	1	0.00123	0.000112
Apache	HIVE	13089	0	0	0	1	33	1	26	2	0.002906	0.000224
Apache	HIVE	802	0	0	0	1	36	1	27	2	0.003018	0.000224
Apache	HIVE	803	0	0	0	0	16	2	13	0	0.001453	0
Apache	HIVE	13093	0	0	0	0	23	0	20	0	0.002236	0
Apache	HIVE	13094	0	0	0	1	258	19	84	36	0.00939	0.004024
Apache	HIVE	15143	0	1	0	1	270	7	70	29	0.007825	0.003242
Apache	HIVE	2856	0	1	0	1	308	14	103	43	0.011514	0.004807
Apache	HIVE	6953	0	0	0	1	131	5	63	13	0.007042	0.001453
Apache	HIVE	3232	1	0	0	1	22	2	15	2	0.001677	0.000224
Apache	HIVE	4911	0	0	0	1	28	0	16	1	0.001789	0.000112
Apache	HIVE	816	0	0	1	1	32	3	22	10	0.002459	0.001118
Apache	HIVE	13105	0	0	0	1	27	4	26	1	0.002906	0.000112
Apache	HIVE	13108	0	0	0	0	23	0	18	0	0.002012	0
Apache	HIVE	14814	0	0	0	1	23	0	14	3	0.001565	0.000335
Apache	HIVE	13110	0	0	0	0	16	0	15	0	0.001677	0
Apache	HIVE	823	0	0	1	1	90	6	43	6	0.004807	0.000671
Apache	HIVE	13114	0	1	1	1	484	16	107	60	0.011961	0.006707
Apache	HIVE	13115	1	0	1	1	465	20	162	75	0.018109	0.008384
Apache	HIVE	6973	0	0	0	1	43	0	27	2	0.003018	0.000224
Apache	HIVE	14144	0	0	0	0	9	0	7	0	0.000782	0
Apache	HIVE	2883	0	1	0	1	88	6	41	16	0.004583	0.001789
Apache	HIVE	837	0	0	1	0	79	8	45	0	0.00503	0
Apache	HIVE	13126	0	0	0	1	33	1	25	1	0.002795	0.000112
Apache	HIVE	15099	0	0	0	1	29	2	22	2	0.002459	0.000224
Apache	HIVE	13128	0	1	0	1	473	18	89	57	0.009949	0.006372
Apache	HIVE	841	0	0	0	1	24	1	17	1	0.0019	0.000112
Apache	HIVE	6987	0	0	0	1	39	0	31	4	0.003465	0.000447
Apache	HIVE	4940	0	0	0	0	5	1	5	0	0.000559	0
Apache	HIVE	14690	0	0	0	1	189	15	71	34	0.007937	0.003801
Apache	HIVE	13135	0	0	0	1	18	4	17	2	0.0019	0.000224
Apache	HIVE	13141	0	0	0	1	42	2	25	3	0.002795	0.000335
Apache	HIVE	855	0	0	0	1	22	1	17	2	0.0019	0.000224
Apache	HIVE	856	0	0	0	0	29	0	11	0	0.00123	0
Apache	HIVE	2905	1	0	0	1	44	2	30	3	0.003353	0.000335
Apache	HIVE	13146	0	1	1	1	117	2	58	12	0.006483	0.001341
Apache	HIVE	14479	0	0	0	0	5	0	5	0	0.000559	0
Apache	HIVE	13151	0	0	0	1	33	0	19	2	0.002124	0.000224
Apache	HIVE	2913	0	0	0	1	54	2	37	3	0.004136	0.000335
Apache	HIVE	7011	0	0	0	1	17	0	14	1	0.001565	0.000112
Apache	HIVE	869	0	0	0	1	48	2	33	2	0.003689	0.000224
Apache	HIVE	2918	0	0	1	1	251	6	99	11	0.011066	0.00123
Apache	HIVE	13159	0	0	0	1	10	0	10	2	0.001118	0.000224
Apache	HIVE	11112	1	0	1	1	106	12	59	4	0.006595	0.000447
Apache	HIVE	2923	0	1	0	1	229	9	73	42	0.00816	0.004695
Apache	HIVE	876	0	0	0	1	6	1	5	1	0.000559	0.000112
Apache	HIVE	2925	0	0	0	0	43	1	34	0	0.003801	0
Apache	HIVE	878	0	0	0	0	25	1	15	0	0.001677	0
Apache	HIVE	1853	0	0	0	0	48	1	38	0	0.004248	0
Apache	HIVE	4977	0	0	0	1	30	3	23	1	0.002571	0.000112
Apache	HIVE	4978	0	0	0	1	20	0	14	2	0.001565	0.000224
Apache	HIVE	2931	0	0	0	0	27	0	18	0	0.002012	0
Apache	HIVE	14142	0	1	0	1	382	13	83	56	0.009278	0.00626
Apache	HIVE	13174	0	1	0	1	473	11	88	61	0.009837	0.006819
Apache	HIVE	2935	0	0	0	1	2	0	2	1	0.000224	0.000112
Apache	HIVE	2939	0	0	0	1	63	7	50	4	0.005589	0.000447
Apache	HIVE	893	0	0	0	1	20	2	15	1	0.001677	0.000112
Apache	HIVE	15231	0	0	1	1	80	5	33	3	0.003689	0.000335
Apache	HIVE	1856	0	0	0	0	31	1	20	0	0.002236	0
Apache	HIVE	13186	0	0	0	0	8	0	7	0	0.000782	0
Apache	HIVE	14054	0	0	0	1	3	1	3	1	0.000335	0.000112
Apache	HIVE	4996	0	0	0	1	40	0	31	7	0.003465	0.000782
Apache	HIVE	13191	1	0	0	1	37	6	22	1	0.002459	0.000112
Apache	HIVE	6295	0	0	0	0	17	2	14	0	0.001565	0
Apache	HIVE	2957	1	0	0	1	65	2	37	8	0.004136	0.000894
Apache	HIVE	2958	0	1	1	1	453	13	108	52	0.012072	0.005813
Apache	HIVE	13199	0	0	0	1	38	4	28	1	0.00313	0.000112
Apache	HIVE	13200	0	0	1	1	129	0	41	1	0.004583	0.000112
Apache	HIVE	13201	0	0	0	0	35	1	22	0	0.002459	0
Apache	HIVE	9107	0	0	0	1	62	2	45	4	0.00503	0.000447
Apache	HIVE	7060	0	0	1	1	53	5	40	2	0.004471	0.000224
Apache	HIVE	13209	0	0	0	1	202	3	67	41	0.007489	0.004583
Apache	HIVE	13210	0	0	0	0	32	1	27	0	0.003018	0
Apache	HIVE	13213	0	0	0	1	20	0	14	1	0.001565	0.000112
Apache	HIVE	13125	0	0	0	0	81	3	57	0	0.006372	0
Apache	HIVE	13216	0	0	1	1	58	10	36	14	0.004024	0.001565
Apache	HIVE	12784	0	1	1	1	353	3	70	36	0.007825	0.004024
Apache	HIVE	1976	0	0	0	1	28	2	17	2	0.0019	0.000224
Apache	HIVE	12785	0	1	1	1	664	9	127	57	0.014196	0.006372
Apache	HIVE	12444	0	1	1	1	340	12	111	44	0.012408	0.004918
Apache	HIVE	13226	1	0	0	0	65	2	32	0	0.003577	0
Apache	HIVE	13227	0	0	0	0	32	0	20	0	0.002236	0
Apache	HIVE	940	0	0	1	0	39	1	19	0	0.002124	0
Apache	HIVE	8690	0	0	0	0	8	0	5	0	0.000559	0
Apache	HIVE	14483	0	1	1	1	252	22	87	42	0.009725	0.004695
Apache	HIVE	13233	0	0	0	0	22	0	17	0	0.0019	0
Apache	HIVE	13236	0	0	0	0	6	0	6	0	0.000671	0
Apache	HIVE	3000	0	0	0	1	51	6	36	6	0.004024	0.000671
Apache	HIVE	953	0	0	0	0	14	1	10	0	0.001118	0
Apache	HIVE	13242	0	0	1	0	22	1	19	0	0.002124	0
Apache	HIVE	13246	0	0	0	0	20	0	16	0	0.001789	0
Apache	HIVE	13247	0	0	0	0	28	2	19	0	0.002124	0
Apache	HIVE	5056	0	0	0	1	17	1	17	5	0.0019	0.000559
Apache	HIVE	11424	0	0	0	0	11	0	6	0	0.000671	0
Apache	HIVE	12786	0	0	0	0	13	0	9	0	0.001006	0
Apache	HIVE	13251	0	0	0	0	42	0	25	0	0.002795	0
Apache	HIVE	12790	0	0	0	1	206	3	56	12	0.00626	0.001341
Apache	HIVE	13872	0	1	1	1	180	6	76	19	0.008495	0.002124
Apache	HIVE	13255	0	0	0	1	25	3	20	2	0.002236	0.000224
Apache	HIVE	13256	0	0	0	1	15	5	14	2	0.001565	0.000224
Apache	HIVE	13258	0	0	0	0	24	0	16	0	0.001789	0
Apache	HIVE	13260	0	0	1	1	53	3	31	7	0.003465	0.000782
Apache	HIVE	13261	0	0	1	1	177	13	61	10	0.006819	0.001118
Apache	HIVE	13262	0	0	0	1	33	2	26	1	0.002906	0.000112
Apache	HIVE	13264	0	0	1	1	49	6	31	10	0.003465	0.001118
Apache	HIVE	12792	0	0	0	0	6	0	6	0	0.000671	0
Apache	HIVE	13267	0	0	0	1	28	4	22	2	0.002459	0.000224
Apache	HIVE	13269	0	0	0	0	6	0	6	0	0.000671	0
Apache	HIVE	7127	0	1	0	1	328	4	91	41	0.010172	0.004583
Apache	HIVE	7129	0	0	0	1	10	0	9	1	0.001006	0.000112
Apache	HIVE	14155	0	0	0	1	32	2	21	2	0.002347	0.000224
Apache	HIVE	3045	0	0	0	0	43	6	19	0	0.002124	0
Apache	HIVE	13286	0	0	0	0	36	4	23	0	0.002571	0
Apache	HIVE	13287	0	0	0	0	21	0	17	0	0.0019	0
Apache	HIVE	1001	0	0	0	1	80	7	57	5	0.006372	0.000559
Apache	HIVE	9194	0	0	0	0	14	2	12	0	0.001341	0
Apache	HIVE	5099	0	1	1	1	472	19	167	62	0.018668	0.00693
Apache	HIVE	3052	0	0	0	1	27	1	18	2	0.002012	0.000224
Apache	HIVE	13293	0	0	0	0	32	1	22	0	0.002459	0
Apache	HIVE	5102	0	0	0	1	31	0	22	2	0.002459	0.000224
Apache	HIVE	9199	0	0	0	1	44	1	28	5	0.00313	0.000559
Apache	HIVE	12456	0	0	0	1	26	0	18	4	0.002012	0.000447
Apache	HIVE	13299	0	0	0	1	67	1	38	2	0.004248	0.000224
Apache	HIVE	13300	0	1	1	1	409	18	109	44	0.012184	0.004918
Apache	HIVE	3062	0	0	0	0	29	0	14	0	0.001565	0
Apache	HIVE	3064	0	0	1	0	95	1	32	0	0.003577	0
Apache	HIVE	14164	0	0	0	0	32	0	26	0	0.002906	0
Apache	HIVE	7164	0	0	0	1	40	1	31	4	0.003465	0.000447
Apache	HIVE	13991	0	0	0	1	55	2	32	1	0.003577	0.000112
Apache	HIVE	3070	0	0	1	1	95	7	36	7	0.004024	0.000782
Apache	HIVE	14805	0	0	1	0	47	2	32	0	0.003577	0
Apache	HIVE	13314	0	1	0	1	406	11	108	52	0.012072	0.005813
Apache	HIVE	1195	0	0	1	1	23	2	19	4	0.002124	0.000447
Apache	HIVE	13320	0	0	0	0	18	1	17	0	0.0019	0
Apache	HIVE	3081	0	0	0	0	5	2	5	0	0.000559	0
Apache	HIVE	11095	0	0	0	1	190	0	112	13	0.01252	0.001453
Apache	HIVE	13325	0	0	0	1	904	8	110	65	0.012296	0.007266
Apache	HIVE	13326	0	0	0	1	12	0	10	1	0.001118	0.000112
Apache	HIVE	1039	0	0	1	0	51	2	25	0	0.002795	0
Apache	HIVE	13144	0	0	0	0	26	2	19	0	0.002124	0
Apache	HIVE	3090	0	0	1	0	56	1	30	0	0.003353	0
Apache	HIVE	12378	0	1	1	1	157	4	57	12	0.006372	0.001341
Apache	HIVE	13333	0	0	0	1	42	3	32	6	0.003577	0.000671
Apache	HIVE	3094	0	0	0	0	53	0	26	0	0.002906	0
Apache	HIVE	14424	0	1	0	1	418	18	110	52	0.012296	0.005813
Apache	HIVE	3098	0	0	0	1	99	7	63	4	0.007042	0.000447
Apache	HIVE	3099	0	0	0	1	24	1	15	2	0.001677	0.000224
Apache	HIVE	12992	0	0	0	1	153	20	60	28	0.006707	0.00313
Apache	HIVE	5149	0	0	0	1	21	3	20	5	0.002236	0.000559
Apache	HIVE	7198	0	0	0	1	73	2	48	4	0.005366	0.000447
Apache	HIVE	13343	0	0	0	0	40	0	17	0	0.0019	0
Apache	HIVE	1056	0	0	1	1	27	0	18	1	0.002012	0.000112
Apache	HIVE	9249	0	1	0	1	109	2	37	18	0.004136	0.002012
Apache	HIVE	2907	0	0	0	1	51	1	28	3	0.00313	0.000335
Apache	HIVE	14513	0	0	0	1	146	7	60	4	0.006707	0.000447
Apache	HIVE	1064	0	1	0	1	390	1	105	45	0.011737	0.00503
Apache	HIVE	14778	0	0	0	1	50	1	34	5	0.003801	0.000559
Apache	HIVE	7212	0	0	0	0	34	2	23	0	0.002571	0
Apache	HIVE	12466	0	0	0	1	122	3	23	4	0.002571	0.000447
Apache	HIVE	1072	0	0	1	1	182	2	52	10	0.005813	0.001118
Apache	HIVE	8712	0	0	1	1	75	8	38	3	0.004248	0.000335
Apache	HIVE	3125	0	0	0	1	32	3	23	2	0.002571	0.000224
Apache	HIVE	3126	1	0	0	0	50	4	38	0	0.004248	0
Apache	HIVE	3127	0	0	0	1	53	2	39	1	0.004359	0.000112
Apache	HIVE	13369	1	0	1	1	367	31	184	10	0.020568	0.001118
Apache	HIVE	1753	0	0	0	1	10	1	8	1	0.000894	0.000112
Apache	HIVE	14175	0	0	0	0	24	0	17	0	0.0019	0
Apache	HIVE	13372	0	0	1	0	75	3	43	0	0.004807	0
Apache	HIVE	13373	0	0	0	0	13	2	13	0	0.001453	0
Apache	HIVE	9278	0	0	1	1	73	3	37	2	0.004136	0.000224
Apache	HIVE	12584	0	1	0	1	203	6	46	17	0.005142	0.0019
Apache	HIVE	13376	0	0	0	1	131	4	41	3	0.004583	0.000335
Apache	HIVE	1089	0	0	0	1	25	2	23	1	0.002571	0.000112
Apache	HIVE	4619	0	1	0	1	357	3	83	36	0.009278	0.004024
Apache	HIVE	5901	0	0	0	0	14	0	9	0	0.001006	0
Apache	HIVE	13381	0	0	0	0	17	1	14	0	0.001565	0
Apache	HIVE	7238	0	0	1	1	84	9	43	2	0.004807	0.000224
Apache	HIVE	13383	0	0	0	1	42	1	24	2	0.002683	0.000224
Apache	HIVE	1097	0	0	0	1	386	20	105	65	0.011737	0.007266
Apache	HIVE	14178	0	0	1	1	22	3	19	7	0.002124	0.000782
Apache	HIVE	13390	0	0	0	1	8	1	8	2	0.000894	0.000224
Apache	HIVE	13837	0	0	1	1	1319	27	235	34	0.026269	0.003801
Apache	HIVE	13392	0	0	0	1	197	14	91	30	0.010172	0.003353
Apache	HIVE	13394	0	1	0	1	196	4	57	27	0.006372	0.003018
Apache	HIVE	13395	0	0	0	1	424	21	207	11	0.023139	0.00123
