Group	Project	BugID	BugLocator	BLUiR	BRTracer	AmaLgam	BLIA	Locus
Previous	AspectJ	159896	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	0.1000 
Previous	AspectJ	161217	0.3333 	0.0303 	1.0000 	0.0455 	1.0000 	0.5000 
Previous	AspectJ	173602	0.1000 	0.0333 	0.2500 	0.0667 	1.0000 	0.0667 
Previous	ZXing	357	0.0062 	0.1429 	0.0081 	0.1429 	0.1667 	0.0909 
Previous	ZXing	363	0.2500 	1.0000 	0.1667 	1.0000 	0.1667 	1.0000 
Previous	ZXing	364	0.0182 	0.0204 	0.0227 	0.0204 	0.0000 	0.0909 
Previous	ZXing	376	0.2000 	0.2000 	0.1000 	0.2000 	0.0667 	0.3333 
Previous	ZXing	383	0.2500 	0.5000 	0.1667 	0.5000 	1.0000 	0.1000 
Previous	ZXing	407	0.0213 	0.0333 	0.0294 	0.0333 	0.0244 	0.0417 
Previous	ZXing	411	0.0500 	0.0093 	0.0588 	0.0093 	0.0370 	0.0303 
Previous	ZXing	412	0.5000 	0.2000 	1.0000 	0.2000 	0.1250 	0.1667 
Previous	ZXing	432	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 
Previous	ZXing	469	0.0111 	0.0204 	0.0196 	0.0204 	0.2500 	0.1111 
Previous	ZXing	475	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	0.5000 
Previous	ZXing	492	0.5000 	1.0000 	0.3333 	1.0000 	1.0000 	1.0000 
Previous	ZXing	507	0.1667 	1.0000 	0.1667 	1.0000 	1.0000 	1.0000 
Previous	ZXing	508	0.2000 	0.5000 	0.3333 	0.5000 	1.0000 	0.5000 
Previous	ZXing	511	1.0000 	1.0000 	0.5000 	1.0000 	0.5000 	0.3333 
Previous	ZXing	512	0.5000 	1.0000 	0.3333 	1.0000 	1.0000 	1.0000 
Previous	ZXing	519	0.5000 	0.1250 	1.0000 	0.1250 	1.0000 	0.2500 
Previous	ZXing	524	0.3333 	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 
Previous	ZXing	537	0.1667 	0.5000 	0.2000 	0.5000 	0.1667 	1.0000 
Previous	ZXing	548	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 
Previous	PDE	322352	1.0000 	0.5000 	0.2000 	0.5000 	1.0000 	1.0000 
Previous	PDE	413986	0.0833 	0.0036 	0.2500 	0.0036 	0.1250 	0.0038 
Previous	PDE	414291	1.0000 	0.0333 	0.2500 	0.0333 	0.0833 	0.0345 
Previous	PDE	415346	1.0000 	1.0000 	1.0000 	1.0000 	0.5000 	1.0000 
Previous	PDE	415488	0.1667 	0.2000 	0.1111 	0.2000 	0.0556 	0.5000 
Previous	PDE	416272	0.0435 	0.0714 	0.0313 	0.0714 	0.0227 	1.0000 
Previous	PDE	416723	0.5000 	1.0000 	0.2500 	1.0000 	0.0385 	1.0000 
Previous	PDE	417544	1.0000 	0.5000 	1.0000 	0.5000 	0.5000 	1.0000 
Previous	PDE	418226	0.2500 	1.0000 	1.0000 	1.0000 	1.0000 	0.2000 
Previous	PDE	419431	1.0000 	1.0000 	1.0000 	1.0000 	0.5000 	1.0000 
Previous	PDE	420609	1.0000 	0.0769 	0.5000 	0.0769 	1.0000 	0.5000 
Previous	PDE	421268	0.0714 	0.0238 	0.1111 	0.0244 	0.0714 	1.0000 
Previous	PDE	421976	0.1429 	0.1667 	0.0833 	0.1667 	1.0000 	0.0714 
Previous	PDE	421979	0.5000 	1.0000 	0.3333 	1.0000 	0.2500 	1.0000 
Previous	PDE	424111	1.0000 	0.5000 	1.0000 	0.5000 	0.5000 	1.0000 
Previous	PDE	424113	0.3333 	0.0909 	1.0000 	0.0909 	1.0000 	0.1667 
Previous	PDE	426503	0.5000 	1.0000 	0.3333 	1.0000 	1.0000 	1.0000 
Previous	PDE	426524	1.0000 	0.5000 	1.0000 	0.5000 	1.0000 	1.0000 
Previous	PDE	426525	1.0000 	0.5000 	1.0000 	0.5000 	1.0000 	0.5000 
Previous	PDE	426527	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 
Previous	PDE	426528	0.2000 	0.1111 	0.3333 	0.1111 	0.5000 	0.3333 
Previous	PDE	426529	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 
Previous	PDE	426531	0.5000 	0.0556 	1.0000 	0.0556 	0.3333 	1.0000 
Previous	PDE	426532	0.2000 	0.1667 	1.0000 	0.1667 	0.3333 	0.3333 
Previous	PDE	427825	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 
Previous	PDE	427995	0.0526 	0.0625 	0.3333 	0.0625 	1.0000 	1.0000 
Previous	PDE	428065	0.0208 	0.0909 	1.0000 	0.0909 	1.0000 	1.0000 
Previous	PDE	428259	1.0000 	0.0769 	1.0000 	0.0769 	0.5000 	1.0000 
Previous	PDE	429280	0.5000 	0.3333 	0.5000 	0.3333 	1.0000 	0.5000 
Previous	PDE	429372	1.0000 	1.0000 	1.0000 	1.0000 	0.5000 	1.0000 
Previous	PDE	429373	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	0.3333 
Previous	PDE	429679	1.0000 	1.0000 	1.0000 	1.0000 	0.3333 	1.0000 
Previous	PDE	429852	1.0000 	1.0000 	1.0000 	1.0000 	0.3333 	0.5000 
Previous	PDE	429902	0.0400 	1.0000 	0.0115 	1.0000 	0.0313 	0.0118 
Previous	PDE	430812	0.5000 	0.0714 	0.1429 	0.0714 	0.0192 	0.0625 
Previous	PDE	431223	0.0032 	0.0036 	0.0029 	0.0244 	0.0085 	0.0101 
Previous	PDE	432375	0.0208 	0.0833 	0.0196 	0.0833 	0.0500 	0.0056 
Previous	PDE	433416	1.0000 	1.0000 	1.0000 	1.0000 	0.0714 	0.0172 
Previous	PDE	434317	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	0.2000 
Previous	PDE	435205	0.5000 	1.0000 	0.2000 	1.0000 	0.5000 	0.0313 
Previous	PDE	435698	0.5000 	1.0000 	0.2000 	1.0000 	0.0769 	0.5000 
Previous	PDE	435810	0.0385 	0.0116 	0.0385 	0.0116 	0.0068 	0.0043 
Previous	PDE	435872	1.0000 	0.1667 	1.0000 	0.1667 	1.0000 	0.5000 
Previous	PDE	436418	0.0035 	0.0044 	0.0062 	0.0045 	0.0077 	0.0116 
Previous	PDE	436950	0.0385 	0.1111 	0.0500 	0.1111 	0.0345 	0.1667 
Previous	PDE	437726	1.0000 	0.5000 	1.0000 	0.5000 	0.5000 	1.0000 
Previous	PDE	438770	0.0323 	0.0031 	0.0159 	0.0031 	0.0030 	0.5000 
Previous	PDE	438848	0.0077 	0.0244 	0.3333 	0.0244 	1.0000 	0.1000 
Previous	PDE	439034	0.2000 	0.2000 	0.1667 	0.2000 	0.0556 	0.2500 
Previous	PDE	439409	0.3333 	0.0015 	0.3333 	0.0015 	0.0303 	0.1667 
Previous	PDE	440275	0.0833 	0.0270 	0.3333 	0.0270 	0.0417 	0.0556 
Previous	PDE	441190	0.0769 	0.0625 	0.1000 	0.0625 	0.1111 	0.1111 
Previous	PDE	441331	0.0625 	0.0256 	0.1250 	0.0256 	1.0000 	0.0588 
Previous	PDE	443338	0.0013 	0.0021 	0.0010 	0.0021 	0.0083 	0.0011 
Previous	PDE	444137	0.0769 	0.0455 	0.0909 	0.0500 	0.0667 	0.0833 
Previous	PDE	444936	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 
Previous	PDE	454594	0.1000 	0.3333 	1.0000 	0.3333 	0.0909 	1.0000 
Previous	PDE	458072	1.0000 	0.0833 	1.0000 	0.0833 	1.0000 	1.0000 
Previous	PDE	461549	0.1429 	1.0000 	0.5000 	1.0000 	0.0909 	0.5000 
Previous	PDE	438059	0.0000 	0.0000 	0.0000 	0.0000 	0.0000 	0.0909 
Previous	JDT	439750	0.3333 	1.0000 	1.0000 	1.0000 	0.5000 	1.0000 
Previous	JDT	440000	0.1250 	1.0000 	0.0196 	1.0000 	0.0909 	0.0667 
Previous	JDT	440285	0.2000 	0.3333 	0.2500 	0.3333 	0.2000 	0.3333 
Previous	JDT	440764	0.0149 	0.0011 	0.1250 	0.0011 	1.0000 	0.0833 
Previous	JDT	440773	0.3333 	1.0000 	0.3333 	1.0000 	0.0385 	0.2000 
Previous	JDT	441208	0.0044 	0.0667 	0.0099 	0.0667 	0.0106 	0.0323 
Previous	JDT	441273	0.0313 	0.0189 	1.0000 	0.0189 	0.5000 	1.0000 
Previous	JDT	441726	0.3333 	0.5000 	1.0000 	0.5000 	1.0000 	1.0000 
Previous	JDT	441734	1.0000 	0.5000 	1.0000 	0.5000 	0.0833 	1.0000 
Previous	JDT	442416	0.3333 	0.5000 	0.5000 	0.5000 	0.2000 	1.0000 
Previous	JDT	442418	0.0133 	0.5000 	0.1667 	0.5000 	0.1250 	0.2500 
Previous	JDT	442452	0.0024 	0.0154 	0.0020 	0.0154 	0.0046 	0.0093 
Previous	JDT	442614	1.0000 	1.0000 	0.5000 	1.0000 	0.2000 	1.0000 
Previous	JDT	442755	0.0045 	0.0256 	0.0909 	0.0256 	0.2500 	0.3333 
Previous	JDT	443769	0.0032 	0.0022 	0.0020 	0.0022 	0.0000 	0.0139 
Previous	JDT	443932	0.1429 	0.3333 	0.5000 	0.3333 	0.2500 	1.0000 
Previous	JDT	444300	0.0052 	0.0714 	0.0068 	0.0714 	0.0556 	0.0167 
Previous	JDT	444803	0.0018 	0.0333 	0.0021 	0.0333 	0.0357 	0.0909 
Previous	JDT	445099	0.1111 	1.0000 	1.0000 	1.0000 	0.0455 	1.0000 
Previous	JDT	446255	0.0081 	0.0081 	0.0149 	0.0081 	0.0208 	0.1250 
Previous	JDT	446317	0.0200 	0.2500 	0.0303 	0.2500 	0.0526 	1.0000 
Previous	JDT	446691	0.0007 	0.0152 	0.0038 	0.0152 	0.0039 	0.0122 
Previous	JDT	446746	0.0370 	0.2000 	0.0769 	0.2000 	0.0455 	1.0000 
Previous	JDT	446765	0.0111 	0.0833 	0.0263 	0.0833 	0.0435 	0.0127 
Previous	JDT	447573	1.0000 	1.0000 	0.5000 	1.0000 	0.0588 	0.3333 
Previous	JDT	447579	1.0000 	1.0000 	1.0000 	1.0000 	0.0769 	1.0000 
Previous	JDT	448028	0.0435 	0.2000 	0.0435 	0.2000 	0.2000 	0.1000 
Previous	JDT	448112	0.0024 	0.0087 	0.0185 	0.0087 	0.0020 	0.0154 
Previous	JDT	448792	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 
Previous	JDT	448794	0.3333 	1.0000 	0.5000 	1.0000 	0.0714 	1.0000 
Previous	JDT	448800	1.0000 	1.0000 	1.0000 	1.0000 	0.2500 	1.0000 
Previous	JDT	448914	0.0100 	0.0455 	0.0370 	0.0455 	0.0435 	0.1667 
Previous	JDT	448954	0.0333 	0.0333 	0.0588 	0.0333 	0.5000 	0.5000 
Previous	JDT	449780	0.5000 	0.5000 	0.5000 	0.5000 	0.5000 	1.0000 
Previous	JDT	450037	0.0006 	0.0013 	0.0006 	0.0013 	0.0020 	0.0028 
Previous	JDT	450380	0.0034 	0.0217 	0.0526 	0.0217 	0.5000 	0.1429 
Previous	JDT	450415	0.0233 	0.3333 	0.0435 	0.3333 	0.0068 	0.2000 
Previous	JDT	450442	0.5000 	1.0000 	0.5000 	1.0000 	0.3333 	0.2000 
Previous	JDT	450490	1.0000 	0.2000 	1.0000 	0.2000 	0.5000 	0.3333 
Previous	JDT	450604	0.3333 	0.3333 	1.0000 	0.3333 	0.0833 	0.5000 
Previous	JDT	450859	1.0000 	1.0000 	0.2500 	1.0000 	0.3333 	0.5000 
Previous	JDT	451289	0.0625 	0.3333 	0.5000 	0.3333 	0.2000 	1.0000 
Previous	JDT	451418	0.0769 	0.0106 	1.0000 	0.0106 	1.0000 	0.0588 
Previous	JDT	451540	0.1111 	0.1667 	1.0000 	0.1667 	0.1667 	1.0000 
Previous	JDT	451840	0.0238 	1.0000 	0.5000 	1.0000 	0.0526 	0.5000 
Previous	JDT	451902	0.0556 	0.0909 	0.0500 	0.0909 	0.2000 	0.0294 
Previous	JDT	451903	0.0769 	0.1667 	0.0588 	0.1667 	0.0294 	0.3333 
Previous	JDT	452194	0.0833 	0.1111 	0.1429 	0.1111 	0.0125 	1.0000 
Previous	JDT	453475	0.0370 	0.2000 	0.0025 	0.2000 	0.0435 	0.3333 
Previous	JDT	453527	0.3333 	1.0000 	1.0000 	1.0000 	0.0909 	0.2500 
Previous	JDT	453687	0.0625 	0.0167 	0.0667 	0.0167 	0.1000 	0.2500 
Previous	JDT	454031	0.0024 	0.0370 	0.0500 	0.0370 	0.0050 	0.0109 
Previous	JDT	454411	0.0110 	0.0667 	0.0137 	0.0667 	0.0116 	0.0500 
Previous	JDT	455557	0.0111 	0.2000 	0.5000 	0.2000 	1.0000 	0.2500 
Previous	JDT	455882	0.0152 	0.0357 	0.3333 	0.0357 	1.0000 	1.0000 
Previous	JDT	455945	0.0213 	0.1250 	0.0313 	0.1250 	0.5000 	0.1667 
Previous	JDT	455986	1.0000 	1.0000 	1.0000 	1.0000 	0.1000 	0.5000 
Previous	JDT	456236	0.0556 	0.0500 	0.0833 	0.0500 	0.1250 	0.2000 
Previous	JDT	456481	0.2500 	0.0769 	0.2500 	0.0769 	0.0400 	1.0000 
Previous	JDT	456487	0.0047 	0.0400 	0.0435 	0.0400 	0.0109 	0.0333 
Previous	JDT	456497	0.0833 	0.3333 	0.1250 	0.3333 	0.0833 	0.1667 
Previous	JDT	456532	0.0345 	0.5000 	0.2000 	0.5000 	0.0556 	0.5000 
Previous	JDT	456861	0.0034 	0.1667 	0.1250 	0.1667 	0.3333 	1.0000 
Previous	JDT	456960	0.2500 	0.2500 	1.0000 	0.2500 	1.0000 	1.0000 
Previous	JDT	457079	0.0179 	1.0000 	0.1111 	1.0000 	1.0000 	0.3333 
Previous	JDT	457210	0.0078 	0.0769 	1.0000 	0.0769 	0.0059 	0.0909 
Previous	JDT	458361	0.3333 	0.0208 	0.1250 	0.0208 	0.0526 	0.2500 
Previous	JDT	458577	1.0000 	0.3333 	1.0000 	0.3333 	0.0526 	1.0000 
Previous	JDT	458613	0.0030 	0.0313 	0.0025 	0.0313 	0.0164 	0.0179 
Previous	JDT	458614	0.0137 	0.0357 	0.0132 	0.0357 	0.0109 	0.1250 
Previous	JDT	459320	0.0049 	0.1429 	0.0035 	0.1429 	0.0063 	0.0000 
Previous	JDT	459344	1.0000 	0.1667 	1.0000 	0.1667 	0.0435 	0.2500 
Previous	JDT	459739	0.0012 	0.0204 	0.0031 	0.0204 	0.0093 	0.0588 
Previous	JDT	459967	1.0000 	0.2500 	0.5000 	0.2500 	0.2500 	1.0000 
Previous	JDT	460008	0.0588 	0.0526 	0.0435 	0.0526 	0.0161 	0.0098 
Previous	JDT	460186	1.0000 	0.1250 	0.5000 	0.1250 	0.3333 	1.0000 
Previous	JDT	460350	0.0476 	0.1000 	0.1429 	0.1000 	0.0161 	0.5000 
Previous	JDT	460422	0.0007 	0.0014 	0.0006 	0.0014 	0.0000 	0.0016 
Previous	JDT	460484	0.1667 	0.1667 	1.0000 	0.1667 	0.3333 	1.0000 
Previous	JDT	460993	0.5000 	1.0000 	1.0000 	1.0000 	0.1667 	1.0000 
Previous	JDT	461025	0.0204 	0.0303 	0.0087 	0.0303 	0.0132 	0.3333 
Previous	JDT	461863	0.0102 	0.0079 	0.0012 	0.0079 	0.0000 	0.0018 
Previous	JDT	461969	0.0002 	0.0007 	0.0003 	0.0007 	0.0000 	0.0032 
Previous	JDT	462083	0.1000 	0.5000 	0.1250 	0.5000 	0.0769 	0.2500 
Previous	JDT	462756	1.0000 	1.0000 	1.0000 	1.0000 	0.3333 	1.0000 
Previous	JDT	462768	1.0000 	0.3333 	1.0000 	0.3333 	1.0000 	0.5000 
Previous	JDT	462790	0.0013 	0.0145 	0.0263 	0.0145 	0.0065 	0.0050 
Previous	JDT	463330	1.0000 	1.0000 	1.0000 	1.0000 	0.1667 	1.0000 
Previous	JDT	463533	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	0.5000 
Previous	JDT	464312	0.0385 	0.0714 	0.0303 	0.0714 	0.0137 	0.0075 
Previous	JDT	464408	0.0250 	0.0526 	0.1429 	0.0526 	1.0000 	0.2500 
Previous	JDT	464463	1.0000 	1.0000 	1.0000 	1.0000 	0.3333 	1.0000 
Previous	JDT	464615	0.0008 	0.0029 	0.0009 	0.0029 	0.0000 	0.0025 
Previous	JDT	464800	0.5000 	0.1429 	1.0000 	0.1429 	0.0769 	1.0000 
Previous	SWT	14654	0.2500 	1.0000 	0.1429 	1.0000 	1.0000 	1.0000 
Previous	SWT	58185	1.0000 	1.0000 	0.5000 	1.0000 	1.0000 	1.0000 
Previous	SWT	75739	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 
Previous	SWT	77948	0.1250 	0.0313 	0.2500 	0.0313 	1.0000 	0.1429 
Previous	SWT	78548	0.0714 	0.5000 	0.1250 	0.5000 	0.0833 	0.0455 
Previous	SWT	78559	0.2000 	1.0000 	0.2000 	1.0000 	1.0000 	0.1111 
Previous	SWT	78634	0.5000 	1.0000 	1.0000 	1.0000 	1.0000 	0.0833 
Previous	SWT	78854	0.1429 	0.5000 	0.0625 	0.5000 	0.3333 	0.2000 
Previous	SWT	78856	0.0270 	0.2000 	0.0111 	0.2000 	0.0588 	0.0044 
Previous	SWT	79107	0.2000 	0.1667 	0.2500 	0.1667 	0.0909 	0.2000 
Previous	SWT	79268	0.0500 	0.0064 	0.0909 	0.0064 	0.0909 	1.0000 
Previous	SWT	79419	0.0526 	0.1667 	0.2000 	0.1667 	0.1667 	0.0116 
Previous	SWT	79481	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	0.5000 
Previous	SWT	80120	0.3333 	1.0000 	0.3333 	1.0000 	1.0000 	1.0000 
Previous	SWT	80276	0.2500 	0.5000 	1.0000 	0.5000 	0.5000 	0.5000 
Previous	SWT	80506	1.0000 	1.0000 	1.0000 	1.0000 	0.5000 	0.5000 
Previous	SWT	80830	0.2000 	1.0000 	0.2500 	1.0000 	0.1667 	0.1111 
Previous	SWT	81242	0.0833 	0.1250 	0.1667 	0.1111 	0.0769 	0.0357 
Previous	SWT	81264	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	0.5000 
Previous	SWT	81265	0.0833 	1.0000 	0.2000 	1.0000 	0.2500 	0.0286 
Previous	SWT	81834	0.2500 	0.3333 	0.2500 	0.3333 	0.0435 	0.0833 
Previous	SWT	82277	0.3333 	0.1667 	0.2500 	0.1667 	0.3333 	0.0145 
Previous	SWT	82346	1.0000 	0.5000 	1.0000 	0.5000 	0.5000 	1.0000 
Previous	SWT	82500	0.3333 	0.2500 	0.2500 	0.2500 	0.0714 	0.0909 
Previous	SWT	82905	0.5000 	1.0000 	1.0000 	1.0000 	0.5000 	0.1111 
Previous	SWT	83251	0.3333 	0.2000 	0.3333 	0.2000 	1.0000 	0.0333 
Previous	SWT	83262	0.0049 	0.0115 	0.0051 	0.0115 	0.0000 	0.0030 
Previous	SWT	83408	0.1250 	0.1429 	0.2500 	0.1429 	1.0000 	1.0000 
Previous	SWT	83699	0.1111 	0.0667 	0.0714 	0.0667 	0.0400 	0.0714 
Previous	SWT	84012	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 
Previous	SWT	84557	0.0345 	0.0909 	0.0370 	0.0909 	0.0135 	0.0256 
Previous	SWT	84609	1.0000 	1.0000 	1.0000 	1.0000 	0.5000 	0.1667 
Previous	SWT	84906	0.5000 	0.1429 	0.5000 	0.1429 	0.1429 	0.2500 
Previous	SWT	84911	1.0000 	0.3333 	1.0000 	0.3333 	1.0000 	0.3333 
Previous	SWT	85072	0.1111 	0.3333 	0.1667 	0.3333 	0.2500 	0.0500 
Previous	SWT	86000	0.1429 	1.0000 	0.1000 	1.0000 	0.1250 	0.0588 
Previous	SWT	86294	0.0313 	0.0455 	0.0278 	0.0455 	0.0238 	0.0196 
Previous	SWT	86631	0.0208 	0.0714 	0.2000 	0.0714 	0.5000 	1.0000 
Previous	SWT	87363	0.2500 	0.1667 	0.2500 	0.1667 	0.0625 	0.0263 
Previous	SWT	87460	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 
Previous	SWT	87676	0.0455 	1.0000 	0.1429 	1.0000 	0.5000 	0.0270 
Previous	SWT	87855	0.0370 	0.0476 	0.2500 	0.0476 	1.0000 	0.1250 
Previous	SWT	87997	0.1111 	0.1429 	0.3333 	0.1429 	0.2500 	0.0500 
Previous	SWT	88717	0.2500 	0.5000 	0.1667 	0.5000 	0.0000 	0.0714 
Previous	SWT	88829	0.1667 	0.5000 	0.5000 	0.5000 	0.2500 	0.3333 
Previous	SWT	89533	0.0909 	0.1667 	0.0526 	0.1667 	0.0000 	0.0123 
Previous	SWT	90018	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 
Previous	SWT	90258	0.3333 	1.0000 	0.5000 	1.0000 	1.0000 	0.3333 
Previous	SWT	91159	0.5000 	1.0000 	0.2500 	1.0000 	0.3333 	0.5000 
Previous	SWT	91317	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	0.2000 
Previous	SWT	92013	0.5000 	1.0000 	0.3333 	1.0000 	1.0000 	0.5000 
Previous	SWT	92017	1.0000 	1.0000 	1.0000 	1.0000 	0.5000 	0.1111 
Previous	SWT	92181	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 
Previous	SWT	92241	1.0000 	1.0000 	1.0000 	1.0000 	0.3333 	1.0000 
Previous	SWT	92341	0.0833 	0.1667 	0.5000 	0.1667 	0.5000 	0.0417 
Previous	SWT	92612	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 
Previous	SWT	92757	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 
Previous	SWT	93380	0.3333 	0.5000 	0.5000 	0.5000 	1.0000 	0.0455 
Previous	SWT	93724	1.0000 	1.0000 	1.0000 	1.0000 	0.5000 	1.0000 
Previous	SWT	94467	0.1000 	0.3333 	0.2500 	0.3333 	0.3333 	1.0000 
Previous	SWT	94598	0.0270 	0.0256 	0.0127 	0.0256 	0.0238 	0.0263 
Previous	SWT	94603	0.5000 	1.0000 	1.0000 	1.0000 	0.5000 	0.2000 
Previous	SWT	95410	1.0000 	1.0000 	0.5000 	1.0000 	1.0000 	0.1250 
Previous	SWT	96053	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	0.2000 
Previous	SWT	96916	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	0.2500 
Previous	SWT	97177	0.5000 	1.0000 	0.5000 	1.0000 	0.1667 	0.0435 
Previous	SWT	97651	0.5000 	1.0000 	1.0000 	1.0000 	0.5000 	0.2000 
Previous	SWT	97678	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 
Previous	SWT	97745	1.0000 	1.0000 	1.0000 	1.0000 	0.5000 	1.0000 
Previous	SWT	99145	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	0.2500 
Previous	SWT	99266	0.1667 	1.0000 	0.5000 	1.0000 	0.5000 	0.0476 
Previous	SWT	99376	0.0067 	0.0057 	0.0057 	0.0057 	0.0000 	0.0020 
Previous	SWT	100040	0.5000 	1.0000 	0.5000 	1.0000 	0.2500 	0.5000 
Previous	SWT	100095	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 
Previous	SWT	100387	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 
Previous	SWT	101354	0.2000 	0.0294 	0.1429 	0.0294 	0.3333 	1.0000 
Previous	SWT	102756	1.0000 	1.0000 	1.0000 	1.0000 	0.0588 	0.2500 
Previous	SWT	102794	0.5000 	1.0000 	0.3333 	1.0000 	0.5000 	0.0833 
Previous	SWT	103863	0.5000 	1.0000 	1.0000 	1.0000 	1.0000 	0.1667 
Previous	SWT	103976	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	0.0769 
Previous	SWT	104150	1.0000 	0.5000 	1.0000 	0.5000 	0.1429 	0.0588 
Previous	SWT	104545	1.0000 	1.0000 	1.0000 	1.0000 	0.5000 	1.0000 
Previous	SWT	104966	0.3333 	1.0000 	1.0000 	1.0000 	1.0000 	0.2500 
Previous	SWT	105772	0.5000 	0.5000 	1.0000 	0.5000 	0.2500 	0.0286 
Previous	SWT	106289	0.2000 	0.3333 	1.0000 	0.3333 	0.5000 	0.5000 
Previous	SWT	106372	0.2500 	0.5000 	1.0000 	0.5000 	1.0000 	0.5000 
Previous	SWT	107145	0.0769 	0.1111 	0.5000 	0.1111 	0.0357 	0.5000 
Previous	SWT	108236	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	0.2000 
Previous	SWT	108591	0.5000 	1.0000 	1.0000 	1.0000 	1.0000 	0.3333 
Previous	SWT	108769	1.0000 	1.0000 	1.0000 	1.0000 	0.5000 	0.5000 
Previous	SWT	108792	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 	1.0000 
Previous	SWT	108813	0.0588 	0.0625 	0.0625 	0.0625 	0.3333 	0.1111 
Previous	SWT	111259	0.0769 	0.1667 	1.0000 	0.1667 	0.5000 	0.0833 
Previous	SWT	112358	0.3333 	0.0169 	0.1429 	0.0169 	0.5000 	0.0122 
Previous	SWT	113971	0.2000 	0.2000 	1.0000 	0.2000 	1.0000 	0.1250 
Previous	SWT	115947	0.0270 	0.0400 	0.0286 	0.0400 	0.0135 	0.0435 
Previous	SWT	117574	1.0000 	0.2000 	1.0000 	0.2000 	1.0000 	0.0303 
Previous	SWT	119192	1.0000 	0.5000 	1.0000 	0.5000 	1.0000 	1.0000 
