Group	Project	BugID	NTk	NLocalTk	NDistTk	NDistCE
Apache	HBASE	876	56	4	42	3
Apache	HBASE	877	81	1	37	11
Apache	HBASE	15214	136	5	83	6
Apache	HBASE	15216	245	9	79	34
Apache	HBASE	881	53	3	28	4
Apache	HBASE	15218	37	2	21	5
Apache	HBASE	9076	91	2	29	2
Apache	HBASE	4981	26	0	18	0
Apache	HBASE	889	50	2	31	0
Apache	HBASE	891	14	0	8	2
Apache	HBASE	892	17	0	12	1
Apache	HBASE	15850	44	3	28	5
Apache	HBASE	15231	18	2	10	2
Apache	HBASE	900	73	5	52	0
Apache	HBASE	1857	63	4	38	14
Apache	HBASE	15247	38	3	23	2
Apache	HBASE	912	21	3	16	6
Apache	HBASE	15251	109	2	75	2
Apache	HBASE	15252	76	10	54	14
Apache	HBASE	921	169	6	99	0
Apache	HBASE	496	110	2	45	18
Apache	HBASE	16125	12	0	12	1
Apache	HBASE	938	27	0	15	1
Apache	HBASE	15278	43	0	26	1
Apache	HBASE	15279	23	4	14	2
Apache	HBASE	13811	33	0	29	1
Apache	HBASE	15285	17	1	12	1
Apache	HBASE	950	26	0	22	3
Apache	HBASE	15050	42	1	35	3
Apache	HBASE	15290	36	1	22	2
Apache	HBASE	1525	76	11	43	15
Apache	HBASE	15297	65	1	29	0
Apache	HBASE	14838	85	4	43	4
Apache	HBASE	5062	10	1	8	0
Apache	HBASE	7385	546	19	146	75
Apache	HBASE	7122	187	7	62	19
Apache	HBASE	15315	42	0	30	0
Apache	HBASE	982	32	0	24	3
Apache	HBASE	15319	64	8	36	9
Apache	HBASE	984	14	0	11	0
Apache	HBASE	9178	168	4	31	4
Apache	HBASE	15323	34	2	22	2
Apache	HBASE	3007	47	5	38	2
Apache	HBASE	15325	65	3	41	4
Apache	HBASE	15104	306	13	106	48
Apache	HBASE	15327	70	8	40	9
Apache	HBASE	994	47	0	33	0
Apache	HBASE	14843	72	2	26	7
Apache	HBASE	15358	9	3	9	3
Apache	HBASE	15360	11	0	9	1
Apache	HBASE	1536	20	0	18	0
Apache	HBASE	15364	60	7	37	4
Apache	HBASE	13317	288	4	65	17
Apache	HBASE	15146	37	1	24	0
Apache	HBASE	5128	225	13	109	2
Apache	HBASE	1039	130	3	49	19
Apache	HBASE	15378	44	1	29	1
Apache	HBASE	15379	368	19	109	59
Apache	HBASE	15856	85	2	55	6
Apache	HBASE	1052	674	14	139	60
Apache	HBASE	15393	25	0	13	0
Apache	HBASE	15397	63	1	36	0
Apache	HBASE	5162	136	10	94	1
Apache	HBASE	15880	35	1	25	6
Apache	HBASE	1079	79	6	32	12
Apache	HBASE	1087	591	18	103	42
Apache	HBASE	15424	48	2	30	0
Apache	HBASE	15425	30	0	19	1
Apache	HBASE	11333	11	0	9	1
Apache	HBASE	15430	365	12	68	33
Apache	HBASE	15433	85	2	44	10
Apache	HBASE	14861	72	10	42	6
Apache	HBASE	15441	83	1	42	0
Apache	HBASE	1107	118	1	31	17
Apache	HBASE	5834	27	1	24	5
Apache	HBASE	15465	173	15	81	24
Apache	HBASE	15467	29	1	23	3
Apache	HBASE	11374	80	1	56	7
Apache	HBASE	14867	107	8	58	1
Apache	HBASE	1142	44	5	37	1
Apache	HBASE	1148	90	2	54	1
Apache	HBASE	15485	15	1	12	2
Apache	HBASE	1157	17	1	13	0
Apache	HBASE	1162	177	4	65	32
Apache	HBASE	15504	39	0	30	0
Apache	HBASE	1169	1089	11	136	38
Apache	HBASE	1175	219	10	80	34
Apache	HBASE	15515	39	2	32	5
Apache	HBASE	11420	58	4	44	1
Apache	HBASE	15520	18	3	18	5
Apache	HBASE	1185	81	2	43	1
Apache	HBASE	1187	34	2	23	0
Apache	HBASE	1190	46	4	34	8
Apache	HBASE	1191	26	3	18	4
Apache	HBASE	15559	20	1	13	1
Apache	HBASE	1202	31	0	19	1
Apache	HBASE	1908	89	6	50	4
Apache	HBASE	15079	63	5	31	10
Apache	HBASE	15548	66	8	37	4
Apache	HBASE	15221	86	1	65	5
Apache	HBASE	1569	63	4	33	10
Apache	HBASE	9427	68	2	28	8
Apache	HBASE	5333	47	5	42	2
Apache	HBASE	1238	48	3	37	0
Apache	HBASE	1239	40	1	26	1
Apache	HBASE	5337	38	1	26	2
Apache	HBASE	15578	10	2	6	2
Apache	HBASE	1243	283	8	73	33
Apache	HBASE	1245	52	1	26	0
Apache	HBASE	15582	13	5	12	2
Apache	HBASE	10448	104	1	43	14
Apache	HBASE	1251	111	1	48	8
Apache	HBASE	15591	17	3	15	3
Apache	HBASE	15593	56	1	35	6
Apache	HBASE	1258	41	1	21	0
Apache	HBASE	3307	26	2	21	1
Apache	HBASE	1264	11	0	9	2
Apache	HBASE	1267	47	1	26	0
Apache	HBASE	15610	10	0	9	0
Apache	HBASE	1275	11	1	10	1
Apache	HBASE	5372	39	0	21	0
Apache	HBASE	1277	26	1	15	2
Apache	HBASE	1279	109	6	64	5
Apache	HBASE	9472	102	6	56	8
Apache	HBASE	15617	67	4	44	4
Apache	HBASE	15621	527	16	89	46
Apache	HBASE	13574	179	0	48	22
Apache	HBASE	1921	19	2	14	0
Apache	HBASE	1290	22	1	15	1
Apache	HBASE	15627	42	5	22	8
Apache	HBASE	1292	103	7	51	7
Apache	HBASE	1293	62	9	46	2
Apache	HBASE	15634	112	4	51	16
Apache	HBASE	15635	8	1	8	1
Apache	HBASE	15636	117	4	62	8
Apache	HBASE	1301	36	0	24	5
Apache	HBASE	11542	55	3	29	5
Apache	HBASE	1303	323	7	80	31
Apache	HBASE	1309	118	1	36	16
Apache	HBASE	13601	315	22	101	51
Apache	HBASE	15650	21	0	12	2
Apache	HBASE	1318	11	0	8	1
Apache	HBASE	13607	52	3	31	12
Apache	HBASE	13608	271	124	182	98
Apache	HBASE	15664	51	3	28	8
Apache	HBASE	13617	41	4	23	2
Apache	HBASE	1330	38	0	32	1
Apache	HBASE	1332	48	5	37	1
Apache	HBASE	15669	43	2	23	2
Apache	HBASE	1334	46	1	35	6
Apache	HBASE	13623	71	2	30	8
Apache	HBASE	1336	26	6	20	1
Apache	HBASE	13625	309	20	91	38
Apache	HBASE	15676	77	10	49	8
Apache	HBASE	13630	32	2	26	4
Apache	HBASE	14901	30	4	22	3
Apache	HBASE	16207	64	7	47	8
Apache	HBASE	13635	257	8	86	38
Apache	HBASE	15684	17	7	12	5
Apache	HBASE	1357	355	14	124	2
Apache	HBASE	13646	39	2	30	1
Apache	HBASE	13647	23	1	15	2
Apache	HBASE	15697	227	5	39	2
Apache	HBASE	15698	28	3	21	5
Apache	HBASE	13651	91	1	56	2
Apache	HBASE	1365	9	3	7	3
Apache	HBASE	15703	19	2	17	2
Apache	HBASE	1370	19	1	14	0
Apache	HBASE	15707	65	13	45	9
Apache	HBASE	11612	20	1	17	1
Apache	HBASE	13662	77	10	55	10
Apache	HBASE	13663	160	2	34	13
Apache	HBASE	13668	45	2	18	6
Apache	HBASE	11625	38	1	27	4
Apache	HBASE	13885	62	5	37	0
Apache	HBASE	1392	32	4	27	8
Apache	HBASE	5492	54	3	44	11
Apache	HBASE	1398	34	2	27	1
Apache	HBASE	1401	16	1	16	0
Apache	HBASE	5498	105	8	72	5
Apache	HBASE	13693	126	21	60	18
Apache	HBASE	13694	26	0	20	2
Apache	HBASE	13888	92	6	47	12
Apache	HBASE	15746	133	7	69	11
Apache	HBASE	16076	232	4	59	1
Apache	HBASE	13686	75	1	39	3
Apache	HBASE	13704	50	1	33	7
Apache	HBASE	13706	47	4	30	4
Apache	HBASE	13707	22	0	17	2
Apache	HBASE	13711	125	2	51	16
Apache	HBASE	13717	174	5	50	25
Apache	HBASE	1431	19	2	13	4
Apache	HBASE	1604	88	5	63	7
Apache	HBASE	13722	14	3	13	3
Apache	HBASE	1435	48	2	28	8
Apache	HBASE	525	13	0	11	2
Apache	HBASE	15773	56	1	44	2
Apache	HBASE	13731	36	4	26	5
Apache	HBASE	13732	226	7	87	26
Apache	HBASE	13733	64	6	36	7
Apache	HBASE	13734	62	2	31	1
Apache	HBASE	7591	17	0	15	3
Apache	HBASE	16074	53	1	43	1
Apache	HBASE	13737	78	2	35	0
Apache	HBASE	13895	22	1	20	0
Apache	HBASE	13741	141	12	54	14
Apache	HBASE	1457	22	1	18	0
Apache	HBASE	1462	18	1	14	0
Apache	HBASE	1466	36	2	27	0
Apache	HBASE	1471	338	17	89	46
Apache	HBASE	11714	145	6	96	11
Apache	HBASE	14923	31	2	27	5
Apache	HBASE	13767	35	2	21	1
Apache	HBASE	13770	47	2	29	1
Apache	HBASE	1485	45	2	33	0
Apache	HBASE	589	16	0	10	0
Apache	HBASE	13776	30	6	21	13
Apache	HBASE	13778	605	15	99	18
Apache	HBASE	13779	109	4	42	13
Apache	HBASE	15828	3	1	3	0
Apache	HBASE	14926	204	14	75	34
Apache	HBASE	13783	39	3	29	3
Apache	HBASE	1500	288	31	101	40
Apache	HBASE	13789	38	3	31	2
Apache	HBASE	16293	185	2	49	21
Apache	HBASE	1508	93	3	49	3
Apache	HBASE	16294	147	9	42	5
Apache	HBASE	13800	153	8	57	14
Apache	HBASE	13802	454	18	108	46
Apache	HBASE	1518	25	0	18	3
Apache	HBASE	6870	49	2	34	1
Apache	HBASE	13809	313	5	46	23
Apache	HBASE	1522	118	3	36	3
Apache	HBASE	1523	105	5	33	16
Apache	HBASE	13813	80	0	20	2
Apache	HBASE	7825	21	2	13	0
Apache	HBASE	15866	126	13	77	11
Apache	HBASE	15615	34	3	20	6
Apache	HBASE	13820	28	1	17	4
Apache	HBASE	13821	41	5	28	1
Apache	HBASE	13824	209	6	65	33
Apache	HBASE	13825	179	4	71	27
Apache	HBASE	13826	58	1	22	0
Apache	HBASE	15876	132	12	83	6
Apache	HBASE	1541	123	8	47	20
Apache	HBASE	13831	92	9	60	7
Apache	HBASE	5640	23	0	21	0
Apache	HBASE	1545	18	0	14	2
Apache	HBASE	13834	22	3	16	3
Apache	HBASE	1547	7	1	7	2
Apache	HBASE	15884	38	7	24	14
Apache	HBASE	7693	41	3	30	3
Apache	HBASE	13839	108	15	68	2
Apache	HBASE	15889	93	9	66	4
Apache	HBASE	13843	13	4	11	3
Apache	HBASE	3604	88	5	56	1
Apache	HBASE	1558	18	1	13	1
Apache	HBASE	13847	20	1	16	2
Apache	HBASE	1560	205	6	58	25
Apache	HBASE	1561	69	0	34	4
Apache	HBASE	1562	63	3	48	1
Apache	HBASE	1563	21	0	16	1
Apache	HBASE	1566	77	1	45	3
Apache	HBASE	1567	43	4	18	5
Apache	HBASE	1568	40	1	25	2
Apache	HBASE	13857	39	1	14	1
Apache	HBASE	13858	25	3	20	1
Apache	HBASE	15908	344	12	106	45
Apache	HBASE	15622	84	6	52	9
Apache	HBASE	1574	12	0	10	0
Apache	HBASE	13863	23	1	15	0
Apache	HBASE	1576	35	1	24	0
Apache	HBASE	13865	11	0	11	1
Apache	HBASE	1580	41	2	31	3
Apache	HBASE	13873	219	8	77	33
Apache	HBASE	15922	57	4	44	12
Apache	HBASE	3636	88	5	55	2
Apache	HBASE	13878	198	3	59	33
Apache	HBASE	1591	48	3	28	3
Apache	HBASE	15932	201	21	71	24
Apache	HBASE	1597	62	4	43	0
Apache	HBASE	1600	35	4	22	2
Apache	HBASE	16992	104	7	55	15
Apache	HBASE	13892	97	6	42	10
Apache	HBASE	1607	27	3	19	3
Apache	HBASE	13897	18	2	11	2
Apache	HBASE	15946	88	5	69	2
Apache	HBASE	15287	109	2	66	8
Apache	HBASE	15952	38	0	22	0
Apache	HBASE	13905	194	17	70	17
Apache	HBASE	5714	58	4	40	0
Apache	HBASE	13923	205	37	83	23
Apache	HBASE	1620	23	1	17	2
Apache	HBASE	15957	90	4	49	13
Apache	HBASE	1625	21	0	11	2
Apache	HBASE	7770	19	1	18	2
Apache	HBASE	1627	40	6	28	12
Apache	HBASE	1629	41	1	27	1
Apache	HBASE	7774	99	8	65	13
Apache	HBASE	1635	16	2	13	1
Apache	HBASE	15976	30	2	23	4
Apache	HBASE	1644	29	0	17	3
Apache	HBASE	13933	46	2	37	3
Apache	HBASE	1646	19	0	11	4
Apache	HBASE	1647	43	4	29	7
Apache	HBASE	1649	41	2	25	3
Apache	HBASE	1651	1670	1	23	1
Apache	HBASE	13945	51	5	44	8
Apache	HBASE	1659	9	1	9	0
Apache	HBASE	1661	101	2	43	4
Apache	HBASE	15637	21	2	18	0
Apache	HBASE	14782	308	16	72	2
Apache	HBASE	13958	39	6	18	4
Apache	HBASE	13959	101	4	67	1
Apache	HBASE	13960	144	4	73	24
Apache	HBASE	16012	306	8	90	48
Apache	HBASE	3726	60	3	37	3
Apache	HBASE	13969	18	4	9	4
Apache	HBASE	13970	319	14	96	38
Apache	HBASE	13971	427	18	104	27
Apache	HBASE	1686	87	5	33	13
Apache	HBASE	15741	578	13	111	70
Apache	HBASE	13978	39	5	33	4
Apache	HBASE	13982	19	1	16	1
Apache	HBASE	16032	144	21	87	31
Apache	HBASE	13988	90	4	37	9
Apache	HBASE	1702	40	2	25	5
Apache	HBASE	1703	51	1	30	1
Apache	HBASE	13995	72	2	48	5
Apache	HBASE	13997	174	12	85	33
Apache	HBASE	15645	59	5	38	8
Apache	HBASE	8136	60	1	43	1
Apache	HBASE	1714	16	0	16	0
Apache	HBASE	14963	40	2	31	1
Apache	HBASE	1717	28	1	22	0
Apache	HBASE	1718	27	1	24	1
Apache	HBASE	9913	244	28	79	39
Apache	HBASE	16058	91	2	21	7
Apache	HBASE	14011	20	1	14	1
Apache	HBASE	14012	254	17	138	13
Apache	HBASE	16062	20	1	16	0
Apache	HBASE	16066	70	2	37	7
Apache	HBASE	13833	415	20	105	41
Apache	HBASE	14024	123	0	40	16
Apache	HBASE	1737	76	2	58	2
Apache	HBASE	1738	95	3	53	1
Apache	HBASE	1740	67	5	45	1
Apache	HBASE	15811	70	1	36	0
Apache	HBASE	16081	48	4	37	5
Apache	HBASE	14041	23	2	18	2
Apache	HBASE	14042	29	0	19	0
Apache	HBASE	16091	102	4	58	2
Apache	HBASE	16096	66	3	42	2
Apache	HBASE	14050	80	2	27	13
Apache	HBASE	13606	70	6	42	13
Apache	HBASE	14054	212	11	114	2
Apache	HBASE	16103	149	9	75	11
Apache	HBASE	3816	37	0	26	0
Apache	HBASE	16110	16	1	11	1
Apache	HBASE	1777	172	6	64	17
Apache	HBASE	1779	108	4	37	20
Apache	HBASE	5876	8	0	4	1
Apache	HBASE	1781	6143	29	122	32
Apache	HBASE	1784	59	2	42	1
Apache	HBASE	14073	16	3	10	1
Apache	HBASE	14076	22	3	18	3
Apache	HBASE	14077	15	0	15	0
Apache	HBASE	14078	307	6	95	43
Apache	HBASE	14079	345	11	94	55
Apache	HBASE	1792	74	1	37	0
Apache	HBASE	1793	26	0	19	2
Apache	HBASE	1794	21	1	17	1
Apache	HBASE	1795	39	3	32	1
Apache	HBASE	11222	12	0	10	0
Apache	HBASE	1798	13	0	11	0
Apache	HBASE	16135	35	1	28	1
Apache	HBASE	14092	31	0	21	0
Apache	HBASE	14094	7	0	7	1
Apache	HBASE	16144	42	3	31	2
Apache	HBASE	14098	5	0	5	0
Apache	HBASE	1815	26	0	21	1
Apache	HBASE	14106	100	9	38	14
Apache	HBASE	15322	1177	50	171	46
Apache	HBASE	16160	97	3	35	17
Apache	HBASE	14115	28	2	20	6
Apache	HBASE	1828	13	2	11	1
Apache	HBASE	16165	48	4	36	7
Apache	HBASE	1831	52	2	41	3
Apache	HBASE	15324	38	2	24	5
Apache	HBASE	3885	5	0	5	1
Apache	HBASE	1840	136	2	61	22
Apache	HBASE	1847	17	0	10	1
Apache	HBASE	15668	25	2	16	1
Apache	HBASE	1856	149	8	80	23
Apache	HBASE	14145	40	0	25	0
Apache	HBASE	14146	13	1	13	3
Apache	HBASE	14153	7	3	7	1
Apache	HBASE	1866	7	0	5	1
Apache	HBASE	14155	368	16	121	45
Apache	HBASE	14156	6	1	6	1
Apache	HBASE	1869	141	8	65	32
Apache	HBASE	16270	311	15	118	44
Apache	HBASE	1871	51	6	35	14
Apache	HBASE	3920	24	0	19	2
Apache	HBASE	15672	270	16	67	49
Apache	HBASE	5970	90	4	42	4
Apache	HBASE	1876	413	10	146	26
Apache	HBASE	14166	22	0	18	0
Apache	HBASE	1879	43	3	26	1
Apache	HBASE	1883	37	3	27	2
Apache	HBASE	16221	44	1	28	1
Apache	HBASE	1888	32	3	23	6
Apache	HBASE	14178	358	10	97	55
Apache	HBASE	3939	40	2	28	0
Apache	HBASE	16017	26	2	23	2
Apache	HBASE	1896	19	2	15	3
Apache	HBASE	16234	101	3	37	14
Apache	HBASE	16359	154	12	81	33
Apache	HBASE	8044	14	1	14	0
Apache	HBASE	16238	92	7	56	16
Apache	HBASE	14192	42	1	22	2
Apache	HBASE	14196	45	2	31	1
Apache	HBASE	10020	22	1	16	0
Apache	HBASE	1912	74	10	38	12
Apache	HBASE	14201	73	11	54	3
Apache	HBASE	16362	17	0	14	4
Apache	HBASE	14206	100	12	69	16
Apache	HBASE	1919	29	1	21	9
Apache	HBASE	14208	16	0	14	0
Apache	HBASE	14209	211	12	50	13
Apache	HBASE	14211	63	4	38	1
Apache	HBASE	13974	67	4	36	19
Apache	HBASE	1927	66	1	46	5
Apache	HBASE	1928	220	8	88	7
Apache	HBASE	1929	20	0	16	4
Apache	HBASE	1930	86	3	48	5
Apache	HBASE	1934	57	2	41	10
Apache	HBASE	14224	19	5	17	0
Apache	HBASE	12178	21	1	17	0
Apache	HBASE	14228	9	3	5	3
Apache	HBASE	14229	62	4	45	7
Apache	HBASE	15001	102	8	67	14
Apache	HBASE	16281	131	3	61	19
Apache	HBASE	1946	59	1	42	6
Apache	HBASE	16283	66	4	35	7
Apache	HBASE	1949	65	1	46	3
Apache	HBASE	1951	95	4	67	3
Apache	HBASE	14241	109	8	62	15
Apache	HBASE	1954	17	0	10	0
Apache	HBASE	1957	34	1	24	2
Apache	HBASE	12198	12	0	7	0
Apache	HBASE	14663	58	5	44	8
Apache	HBASE	16301	61	10	47	5
Apache	HBASE	1966	11	2	8	1
Apache	HBASE	14256	52	6	33	8
Apache	HBASE	14257	36	5	29	9
Apache	HBASE	15955	61	4	41	4
Apache	HBASE	16309	8	2	8	1
Apache	HBASE	16310	22	1	18	2
Apache	HBASE	10169	51	2	23	0
Apache	HBASE	1979	28	2	18	1
Apache	HBASE	14809	253	12	115	8
Apache	HBASE	1989	47	5	35	2
Apache	HBASE	6086	35	2	21	7
Apache	HBASE	14280	299	11	66	46
Apache	HBASE	15848	49	8	30	10
Apache	HBASE	1994	177	2	55	4
Apache	HBASE	17058	36	2	30	2
Apache	HBASE	14291	193	4	65	29
Apache	HBASE	4055	57	3	39	3
Apache	HBASE	16345	90	3	51	5
Apache	HBASE	2018	201	17	100	16
Apache	HBASE	2022	72	5	45	10
Apache	HBASE	2023	68	4	53	4
Apache	HBASE	16360	35	1	21	6
Apache	HBASE	14313	5	1	5	1
Apache	HBASE	2026	75	3	26	10
Apache	HBASE	2027	89	7	61	7
Apache	HBASE	14317	54	2	42	0
Apache	HBASE	16367	59	2	46	8
Apache	HBASE	16368	646	19	126	88
Apache	HBASE	7507	54	2	40	10
Apache	HBASE	16375	253	21	94	34
Apache	HBASE	4094	289	21	93	23
Apache	HIVE	8192	74	1	39	4
Apache	HIVE	10240	1224	47	273	116
Apache	HIVE	14338	31	1	19	1
Apache	HIVE	10244	9418	36	279	62
Apache	HIVE	342	7	0	6	1
Apache	HIVE	2054	61	0	34	8
Apache	HIVE	14345	22	1	17	0
Apache	HIVE	14346	57	0	33	1
Apache	HIVE	11	30	2	23	1
Apache	HIVE	2060	14	0	8	0
Apache	HIVE	14349	60	6	36	1
Apache	HIVE	12302	31	2	21	6
Apache	HIVE	6159	132	0	42	14
Apache	HIVE	2064	56	2	42	4
Apache	HIVE	12307	48	2	34	2
Apache	HIVE	2069	6	0	4	2
Apache	HIVE	12311	109	4	52	3
Apache	HIVE	12312	211	37	109	26
Apache	HIVE	12315	39	6	27	9
Apache	HIVE	2077	13	0	9	1
Apache	HIVE	14366	145	4	73	12
Apache	HIVE	14367	8	0	8	0
Apache	HIVE	2080	19	1	13	0
Apache	HIVE	6491	191	3	49	26
Apache	HIVE	2086	54	0	25	0
Apache	HIVE	8231	236	15	68	1
Apache	HIVE	12330	7	1	7	0
Apache	HIVE	14381	5	1	5	1
Apache	HIVE	2095	204	7	98	8
Apache	HIVE	2096	9	0	8	0
Apache	HIVE	547	192	10	67	43
Apache	HIVE	14387	51	1	29	4
Apache	HIVE	2101	58	0	24	6
Apache	HIVE	8246	22	1	16	1
Apache	HIVE	12344	49	10	40	12
Apache	HIVE	14004	451	15	114	59
Apache	HIVE	12346	56	2	31	2
Apache	HIVE	14397	53	2	31	1
Apache	HIVE	15029	21	0	17	0
Apache	HIVE	12352	149	8	79	8
Apache	HIVE	6209	114	2	52	1
Apache	HIVE	14402	86	4	31	10
Apache	HIVE	2059	48	1	32	5
Apache	HIVE	2117	185	13	90	14
Apache	HIVE	8264	395	4	86	43
Apache	HIVE	6218	31	1	21	0
Apache	HIVE	12363	30	2	23	0
Apache	HIVE	4172	138	0	46	28
Apache	HIVE	4173	136	10	50	0
Apache	HIVE	14414	8	1	8	1
Apache	HIVE	12367	10	0	9	0
Apache	HIVE	10322	146	1	45	17
Apache	HIVE	84	809	39	184	102
Apache	HIVE	14350	81	6	58	2
Apache	HIVE	88	238	12	109	10
Apache	HIVE	2138	75	3	41	10
Apache	HIVE	13327	15	1	14	1
Apache	HIVE	12384	90	0	35	2
Apache	HIVE	12304	43	2	25	1
Apache	HIVE	8290	34	0	24	1
Apache	HIVE	4195	236	9	96	17
Apache	HIVE	14436	510	14	102	66
Apache	HIVE	12389	56	6	47	3
Apache	HIVE	12391	78	3	42	3
Apache	HIVE	8297	225	7	90	4
Apache	HIVE	8298	26	0	14	0
Apache	HIVE	12396	13	2	13	1
Apache	HIVE	13330	85	4	41	2
Apache	HIVE	14446	28	3	27	1
Apache	HIVE	12399	19	0	15	1
Apache	HIVE	14448	910	7	175	116
Apache	HIVE	14355	785	14	137	67
Apache	HIVE	10356	402	9	101	45
Apache	HIVE	12405	26	2	21	2
Apache	HIVE	12406	47	4	37	5
Apache	HIVE	12407	26	1	15	3
Apache	HIVE	12409	17	1	15	1
Apache	HIVE	8315	834	64	163	83
Apache	HIVE	8316	159	1	58	7
Apache	HIVE	6506	27	0	19	0
Apache	HIVE	4222	47	4	34	8
Apache	HIVE	14463	2802	245	393	152
Apache	HIVE	4225	12	0	8	1
Apache	HIVE	2178	12	0	6	0
Apache	HIVE	363	14	0	10	0
Apache	HIVE	2181	37	2	26	1
Apache	HIVE	2182	255	2	65	25
Apache	HIVE	2183	43	4	24	8
Apache	HIVE	136	37	1	28	4
Apache	HIVE	6113	744	19	144	108
Apache	HIVE	4239	4	0	4	0
Apache	HIVE	12432	21	1	18	1
Apache	HIVE	14360	38	1	26	3
Apache	HIVE	13712	47	2	23	4
Apache	HIVE	12435	103	5	40	0
Apache	HIVE	2196	13	0	8	2
Apache	HIVE	12437	19	0	16	0
Apache	HIVE	2198	32	0	24	3
Apache	HIVE	4247	105	2	59	9
Apache	HIVE	12441	15	0	13	2
Apache	HIVE	2204	69	5	34	5
Apache	HIVE	12445	26	1	21	0
Apache	HIVE	4256	13	0	9	1
Apache	HIVE	12450	428	25	114	52
Apache	HIVE	14363	1848	11	127	49
Apache	HIVE	13849	74	1	47	5
Apache	HIVE	2214	8	1	8	1
Apache	HIVE	6312	16	2	16	3
Apache	HIVE	4266	30	0	17	2
Apache	HIVE	14122	22	2	21	3
Apache	HIVE	11293	27	0	17	4
Apache	HIVE	8369	29	0	20	2
Apache	HIVE	4274	33	0	20	0
Apache	HIVE	7539	142	3	48	22
Apache	HIVE	13342	39	1	23	0
Apache	HIVE	11977	115	5	47	13
Apache	HIVE	12473	59	10	42	9
Apache	HIVE	2237	39	2	31	2
Apache	HIVE	12478	33	1	20	2
Apache	HIVE	12479	26	0	17	0
Apache	HIVE	6176	31	1	24	0
Apache	HIVE	14530	141	5	29	2
Apache	HIVE	11733	398	8	94	56
Apache	HIVE	12418	27	3	21	9
Apache	HIVE	12487	19	2	16	2
Apache	HIVE	12489	40	0	19	0
Apache	HIVE	12490	169	2	58	17
Apache	HIVE	12491	154	13	69	9
Apache	HIVE	10444	13	0	10	2
Apache	HIVE	2253	98	3	28	1
Apache	HIVE	12498	60	10	43	17
Apache	HIVE	12215	92	0	49	2
Apache	HIVE	2260	48	3	34	5
Apache	HIVE	2261	59	6	47	1
Apache	HIVE	12502	71	5	51	3
Apache	HIVE	12503	18	3	18	0
Apache	HIVE	2264	63	3	30	0
Apache	HIVE	12505	35	0	25	0
Apache	HIVE	218	124	8	56	0
Apache	HIVE	6363	162	10	87	18
Apache	HIVE	12508	31	2	24	2
Apache	HIVE	13169	26	0	18	1
Apache	HIVE	14563	66	1	27	2
Apache	HIVE	13751	14	2	11	1
Apache	HIVE	14566	35	3	19	0
Apache	HIVE	14570	118	3	36	1
Apache	HIVE	9632	143	9	50	0
Apache	HIVE	12529	26	2	23	2
Apache	HIVE	2290	5	0	5	0
Apache	HIVE	10483	50	1	28	1
Apache	HIVE	12532	311	11	95	52
Apache	HIVE	245	15	1	15	2
Apache	HIVE	2296	44	3	26	2
Apache	HIVE	12537	65	9	50	13
Apache	HIVE	2298	13	0	10	0
Apache	HIVE	251	58	2	46	0
Apache	HIVE	253	37	1	29	0
Apache	HIVE	12542	38	2	29	2
Apache	HIVE	13013	18	1	17	1
Apache	HIVE	2309	58	2	28	2
Apache	HIVE	264	14	1	9	1
Apache	HIVE	6410	64	0	37	0
Apache	HIVE	2315	34	0	20	3
Apache	HIVE	268	35	0	23	0
Apache	HIVE	269	47	4	28	2
Apache	HIVE	6414	359	12	107	33
Apache	HIVE	14607	786	12	144	109
Apache	HIVE	12563	563	5	97	45
Apache	HIVE	6420	24	2	16	0
Apache	HIVE	4373	69	2	36	4
Apache	HIVE	12566	96	9	39	0
Apache	HIVE	12567	737	3	113	78
Apache	HIVE	12568	86	0	48	1
Apache	HIVE	12569	69	1	24	2
Apache	HIVE	10523	406	10	123	10
Apache	HIVE	2332	178	2	62	20
Apache	HIVE	285	41	2	29	2
Apache	HIVE	2334	9	0	9	1
Apache	HIVE	287	15	0	12	0
Apache	HIVE	14624	310	29	82	38
Apache	HIVE	12577	393	12	44	29
Apache	HIVE	4386	65	4	33	0
Apache	HIVE	12579	30	3	23	4
Apache	HIVE	8485	70	0	51	4
Apache	HIVE	12583	29	1	21	1
Apache	HIVE	2344	36	2	19	0
Apache	HIVE	12585	9	1	7	3
Apache	HIVE	14727	51	10	34	8
Apache	HIVE	10541	12	0	6	0
Apache	HIVE	12590	57	1	33	1
Apache	HIVE	13021	23	3	18	3
Apache	HIVE	305	51	0	29	1
Apache	HIVE	3057	28	1	20	4
Apache	HIVE	307	31	2	28	2
Apache	HIVE	308	46	2	28	0
Apache	HIVE	2358	64	5	34	6
Apache	HIVE	12599	594	14	114	72
Apache	HIVE	14648	22	1	15	0
Apache	HIVE	12601	33	2	27	3
Apache	HIVE	12603	38	0	23	0
Apache	HIVE	14652	47	0	19	0
Apache	HIVE	317	44	4	29	5
Apache	HIVE	320	151	1	50	14
Apache	HIVE	2369	40	1	29	2
Apache	HIVE	322	110	14	64	11
Apache	HIVE	323	31	2	19	0
Apache	HIVE	2372	415	13	143	37
Apache	HIVE	325	19	0	13	0
Apache	HIVE	326	16	0	13	0
Apache	HIVE	327	17	0	11	0
Apache	HIVE	12616	36	0	22	2
Apache	HIVE	4425	16	1	13	3
Apache	HIVE	2379	75	5	38	4
Apache	HIVE	12620	67	3	51	10
Apache	HIVE	6477	453	5	106	46
Apache	HIVE	8526	1201	46	114	28
