Key	Group	Project	BugID	Talks	Enums	Code	Stack	CountSummaryHints	CountDescHints	CountRemainHints	Grade	Sentences	Words	Syllables	ASW	ALS
datarest423	Spring	DATAREST	423	0	0	0	0	1	16	16	10.760000	20	160	315	1.970000	8.000000
datarest424	Spring	DATAREST	424	0	0	0	0	1	4	4	13.530000	4	52	106	2.040000	13.000000
datarest937	Spring	DATAREST	937	0	0	0	0	0	5	5	9.610000	10	91	167	1.840000	9.100000
datarest938	Spring	DATAREST	938	0	0	0	0	0	8	8	9.130000	23	130	248	1.910000	5.650000
datarest683	Spring	DATAREST	683	0	0	0	0	1	2	2	10.570000	14	75	153	2.040000	5.360000
datarest498	Spring	DATAREST	498	0	0	0	0	0	7	7	16.900000	5	72	164	2.280000	14.400000
datarest200	Spring	DATAREST	200	0	0	0	0	0	2	2	9.050000	4	28	52	1.860000	7.000000
datarest690	Spring	DATAREST	690	0	0	0	0	0	3	3	7.320000	24	128	226	1.770000	5.330000
datarest446	Spring	DATAREST	446	0	0	0	0	2	2	2	20.310000	3	35	93	2.660000	11.670000
datarest697	Spring	DATAREST	697	0	0	0	0	1	57	57	25.590000	68	304	1016	3.340000	4.470000
datarest699	Spring	DATAREST	699	0	0	0	0	0	1	1	15.940000	4	73	151	2.070000	18.250000
datarest188	Spring	DATAREST	188	0	0	0	1	0	51	51	49.100000	49	164	881	5.370000	3.350000
datarest701	Spring	DATAREST	701	0	0	0	1	0	19	18	24.140000	22	162	506	3.120000	7.360000
datarest958	Spring	DATAREST	958	0	0	0	0	0	3	3	7.000000	12	103	168	1.630000	8.580000
datarest448	Spring	DATAREST	448	0	0	0	0	1	2	2	21.900000	2	28	76	2.710000	14.000000
datarest705	Spring	DATAREST	705	0	0	0	0	0	0	0	10.440000	8	143	231	1.620000	17.880000
datarest502	Spring	DATAREST	502	0	0	0	0	0	5	5	16.210000	14	198	441	2.230000	14.140000
datarest198	Spring	DATAREST	198	0	0	0	1	2	55	29	35.610000	17	57	241	4.230000	3.350000
datarest199	Spring	DATAREST	199	0	0	0	1	1	143	143	67.380000	118	366	2536	6.930000	3.100000
datarest712	Spring	DATAREST	712	0	0	0	1	1	55	51	33.550000	49	271	1079	3.980000	5.530000
datarest204	Spring	DATAREST	204	0	0	0	0	0	56	56	154.040000	46	86	1231	14.310000	1.870000
datarest716	Spring	DATAREST	716	0	0	0	0	1	12	12	63.200000	4	105	610	5.810000	26.250000
datarest461	Spring	DATAREST	461	0	0	0	0	1	1	1	10.410000	2	29	50	1.720000	14.500000
datarest720	Spring	DATAREST	720	0	0	0	0	0	0	0	9.080000	3	50	77	1.540000	16.670000
datarest953	Spring	DATAREST	953	0	0	0	0	0	1	1	5.020000	17	105	162	1.540000	6.180000
datarest723	Spring	DATAREST	723	0	0	0	1	1	106	105	67.770000	82	276	1919	6.950000	3.370000
datarest213	Spring	DATAREST	213	0	0	0	0	0	0	0	10.110000	4	72	114	1.580000	18.000000
datarest377	Spring	DATAREST	377	0	0	0	1	1	89	83	56.260000	54	208	1240	5.960000	3.850000
datarest216	Spring	DATAREST	216	0	0	0	0	1	10	10	14.940000	12	128	286	2.230000	10.670000
datarest217	Spring	DATAREST	217	0	0	0	0	2	2	2	14.580000	6	47	108	2.300000	7.830000
datarest847	Spring	DATAREST	847	0	0	0	0	2	11	11	14.010000	14	183	380	2.080000	13.070000
datarest477	Spring	DATAREST	477	0	0	0	0	2	15	15	17.260000	45	136	365	2.680000	3.020000
datarest222	Spring	DATAREST	222	0	0	0	0	1	0	0	7.590000	1	9	15	1.670000	9.000000
datarest507	Spring	DATAREST	507	0	0	0	0	2	8	8	23.620000	4	42	125	2.980000	10.500000
datarest485	Spring	DATAREST	485	0	0	0	0	1	3	3	19.970000	3	78	168	2.150000	26.000000
datarest743	Spring	DATAREST	743	0	0	0	0	1	21	21	33.290000	14	145	551	3.800000	10.360000
datarest490	Spring	DATAREST	490	0	0	0	0	0	2	2	9.570000	10	173	270	1.560000	17.300000
datarest747	Spring	DATAREST	747	0	0	0	0	1	0	0	17.280000	2	38	82	2.160000	19.000000
datarest492	Spring	DATAREST	492	0	0	0	0	0	0	0	3.690000	9	26	40	1.540000	2.890000
datarest238	Spring	DATAREST	238	0	0	0	0	0	8	8	5.760000	25	110	183	1.660000	4.400000
datarest434	Spring	DATAREST	434	0	0	0	0	1	0	0	54.800000	1	5	29	5.800000	5.000000
datarest754	Spring	DATAREST	754	0	0	0	0	0	2	2	13.020000	4	79	140	1.770000	19.750000
datarest244	Spring	DATAREST	244	0	0	0	0	0	2	2	12.830000	2	18	38	2.110000	9.000000
datarest246	Spring	DATAREST	246	0	0	0	0	1	3	3	21.360000	3	65	157	2.420000	21.670000
datarest247	Spring	DATAREST	247	0	0	0	0	1	11	11	15.970000	22	116	290	2.500000	5.270000
datarest500	Spring	DATAREST	500	0	0	0	0	0	17	17	23.160000	11	104	309	2.970000	9.450000
datarest250	Spring	DATAREST	250	0	0	0	0	0	3	3	11.180000	11	46	98	2.130000	4.180000
datarest931	Spring	DATAREST	931	0	0	0	0	0	8	8	11.100000	31	129	274	2.120000	4.160000
datarest460	Spring	DATAREST	460	0	0	0	0	1	1	1	13.830000	4	77	143	1.860000	19.250000
datarest253	Spring	DATAREST	253	0	0	0	0	2	3	3	20.660000	3	46	118	2.570000	15.330000
datarest254	Spring	DATAREST	254	0	0	0	0	1	10	10	18.320000	15	97	258	2.660000	6.470000
ldap13	Spring	LDAP	13	0	0	0	0	1	6	6	13.230000	11	126	260	2.060000	11.450000
ldap15	Spring	LDAP	15	0	0	0	0	1	7	7	26.840000	3	29	95	3.280000	9.670000
ldap277	Spring	LDAP	277	0	0	0	0	1	0	0	12.300000	2	33	60	1.820000	16.500000
ldap278	Spring	LDAP	278	0	0	0	0	0	0	0	5.680000	1	7	11	1.570000	7.000000
ldap26	Spring	LDAP	26	0	0	0	0	1	8	8	15.830000	6	126	248	1.970000	21.000000
ldap290	Spring	LDAP	290	0	0	0	0	1	3	3	14.520000	5	87	172	1.980000	17.400000
ldap291	Spring	LDAP	291	0	0	0	0	2	2	2	17.750000	3	31	77	2.480000	10.330000
ldap37	Spring	LDAP	37	0	0	0	0	2	8	8	20.910000	8	36	106	2.940000	4.500000
ldap295	Spring	LDAP	295	0	0	0	1	3	7	5	10.950000	8	101	185	1.830000	12.620000
ldap46	Spring	LDAP	46	0	0	0	0	1	19	19	17.800000	24	197	504	2.560000	8.210000
ldap304	Spring	LDAP	304	0	1	0	0	2	21	20	19.820000	19	68	196	2.880000	3.580000
ldap50	Spring	LDAP	50	0	0	0	1	1	31	19	19.700000	20	164	446	2.720000	8.200000
ldap314	Spring	LDAP	314	0	0	0	0	0	11	11	35.550000	10	39	164	4.210000	3.900000
ldap317	Spring	LDAP	317	0	0	0	0	0	8	8	14.740000	20	102	245	2.400000	5.100000
ldap321	Spring	LDAP	321	0	0	0	1	2	96	71	31.840000	38	181	699	3.860000	4.760000
ldap66	Spring	LDAP	66	0	0	0	0	2	5	5	12.640000	7	47	102	2.170000	6.710000
ldap335	Spring	LDAP	335	0	0	0	0	2	6	6	20.880000	5	58	157	2.710000	11.600000
ldap83	Spring	LDAP	83	0	0	0	0	1	7	7	12.850000	17	87	195	2.240000	5.120000
ldap271	Spring	LDAP	271	0	1	0	0	1	17	11	13.960000	12	119	259	2.180000	9.920000
ldap93	Spring	LDAP	93	0	0	0	0	2	6	6	18.660000	9	58	156	2.690000	6.440000
ldap96	Spring	LDAP	96	0	0	0	0	2	12	12	15.030000	14	112	261	2.330000	8.000000
ldap97	Spring	LDAP	97	0	0	0	1	1	44	35	16.140000	37	311	750	2.410000	8.410000
ldap100	Spring	LDAP	100	0	0	0	0	3	5	5	14.000000	7	94	194	2.060000	13.430000
ldap101	Spring	LDAP	101	0	0	0	0	0	9	9	13.580000	10	199	361	1.810000	19.900000
ldap102	Spring	LDAP	102	0	0	0	0	4	4	4	21.780000	4	25	74	2.960000	6.250000
ldap109	Spring	LDAP	109	0	0	0	0	1	0	0	14.080000	1	8	18	2.250000	8.000000
ldap114	Spring	LDAP	114	0	0	0	0	0	0	0	11.100000	5	90	150	1.670000	18.000000
ldap119	Spring	LDAP	119	0	1	0	0	2	9	7	12.800000	13	157	315	2.010000	12.080000
ldap121	Spring	LDAP	121	0	0	0	0	2	7	7	15.360000	7	89	196	2.200000	12.710000
ldap122	Spring	LDAP	122	0	0	0	1	1	18	14	20.230000	13	180	464	2.580000	13.850000
ldap123	Spring	LDAP	123	0	0	0	1	3	33	30	32.520000	20	115	447	3.890000	5.750000
ldap128	Spring	LDAP	128	0	0	0	0	0	4	4	11.140000	13	182	328	1.800000	14.000000
ldap134	Spring	LDAP	134	0	0	0	0	1	1	1	9.860000	3	35	62	1.770000	11.670000
ldap151	Spring	LDAP	151	0	0	0	0	2	6	6	11.590000	10	63	132	2.100000	6.300000
ldap177	Spring	LDAP	177	0	0	0	0	2	4	4	19.010000	3	63	141	2.240000	21.000000
ldap179	Spring	LDAP	179	0	0	0	0	1	13	13	20.010000	5	136	288	2.120000	27.200000
ldap184	Spring	LDAP	184	0	0	0	0	1	8	8	17.950000	12	69	183	2.650000	5.750000
ldap186	Spring	LDAP	186	0	0	0	0	1	2	2	9.280000	11	109	194	1.780000	9.910000
ldap188	Spring	LDAP	188	0	0	0	0	2	8	8	13.160000	11	169	326	1.930000	15.360000
ldap189	Spring	LDAP	189	0	0	0	0	3	3	3	14.700000	3	43	90	2.090000	14.330000
ldap192	Spring	LDAP	192	0	0	0	0	0	2	2	8.690000	10	109	185	1.700000	10.900000
ldap196	Spring	LDAP	196	0	0	0	0	2	2	2	21.220000	2	23	63	2.740000	11.500000
ldap198	Spring	LDAP	198	0	0	0	0	1	1	1	14.010000	3	32	69	2.160000	10.670000
ldap213	Spring	LDAP	213	0	0	0	0	2	5	5	21.860000	5	41	119	2.900000	8.200000
ldap215	Spring	LDAP	215	0	0	0	0	2	11	11	14.440000	13	98	225	2.300000	7.540000
ldap217	Spring	LDAP	217	0	0	0	0	3	8	8	19.820000	8	54	150	2.780000	6.750000
ldap229	Spring	LDAP	229	0	0	0	0	0	4	4	13.710000	4	45	95	2.110000	11.250000
ldap233	Spring	LDAP	233	0	0	0	0	1	4	4	10.490000	7	146	222	1.520000	20.860000
ldap234	Spring	LDAP	234	0	0	0	0	0	11	11	10.650000	18	277	475	1.710000	15.390000
ldap237	Spring	LDAP	237	0	0	0	0	0	1	1	10.790000	7	83	153	1.840000	11.860000
ldap238	Spring	LDAP	238	0	0	0	0	3	38	38	12.000000	80	419	907	2.160000	5.240000
ldap240	Spring	LDAP	240	0	0	0	0	1	13	13	20.420000	17	134	374	2.790000	7.880000
ldap246	Spring	LDAP	246	0	0	0	0	1	5	5	11.890000	7	130	223	1.720000	18.570000
mobile68	Spring	MOBILE	68	0	0	0	0	0	2	2	13.150000	2	35	65	1.860000	17.500000
mobile69	Spring	MOBILE	69	0	0	0	0	1	0	0	13.370000	2	11	25	2.270000	5.500000
mobile70	Spring	MOBILE	70	0	0	0	0	0	3	3	12.820000	6	27	61	2.260000	4.500000
mobile79	Spring	MOBILE	79	0	0	0	0	0	2	2	8.480000	9	115	186	1.620000	12.780000
mobile21	Spring	MOBILE	21	0	0	0	0	1	1	1	10.970000	3	50	85	1.700000	16.670000
mobile25	Spring	MOBILE	25	0	0	0	0	1	2	2	12.530000	5	58	116	2.000000	11.600000
mobile95	Spring	MOBILE	95	0	0	0	0	0	1	1	12.210000	2	28	53	1.890000	14.000000
mobile51	Spring	MOBILE	51	0	0	0	0	0	4	4	8.680000	9	70	126	1.800000	7.780000
mobile61	Spring	MOBILE	61	0	0	0	0	2	6	6	16.670000	5	63	146	2.320000	12.600000
mobile62	Spring	MOBILE	62	0	0	0	0	2	9	9	16.380000	8	57	141	2.470000	7.120000
mobile63	Spring	MOBILE	63	0	0	0	0	1	2	2	19.430000	2	26	66	2.540000	13.000000
roo2	Spring	ROO	2	0	0	0	0	1	18	18	17.890000	18	76	205	2.700000	4.220000
roo7	Spring	ROO	7	0	0	0	0	0	2	2	18.890000	7	22	62	2.820000	3.140000
roo8	Spring	ROO	8	0	0	0	0	0	2	2	16.860000	2	44	89	2.020000	22.000000
roo9	Spring	ROO	9	0	0	0	0	0	5	5	10.970000	9	64	129	2.020000	7.110000
roo10	Spring	ROO	10	0	0	0	0	1	1	1	11.730000	3	40	75	1.880000	13.330000
roo19	Spring	ROO	19	0	0	0	0	3	6	6	22.980000	4	91	229	2.520000	22.750000
roo23	Spring	ROO	23	0	0	0	0	0	1	1	7.160000	13	64	113	1.770000	4.920000
roo26	Spring	ROO	26	0	0	0	1	0	63	39	13.340000	33	131	304	2.320000	3.970000
roo27	Spring	ROO	27	0	0	0	0	0	3	3	10.160000	4	38	71	1.870000	9.500000
roo34	Spring	ROO	34	0	0	0	0	0	0	0	9.420000	4	46	80	1.740000	11.500000
roo35	Spring	ROO	35	0	0	0	0	0	3	3	5.450000	12	93	142	1.530000	7.750000
roo36	Spring	ROO	36	0	0	0	0	1	7	7	9.610000	9	103	181	1.760000	11.440000
roo42	Spring	ROO	42	0	0	0	0	0	8	8	12.400000	14	105	223	2.120000	7.500000
roo49	Spring	ROO	49	0	0	0	0	1	6	6	15.160000	12	66	160	2.420000	5.500000
roo50	Spring	ROO	50	0	0	0	0	0	11	11	20.340000	14	72	207	2.880000	5.140000
roo53	Spring	ROO	53	0	0	0	0	0	9	9	15.140000	7	115	237	2.060000	16.430000
roo54	Spring	ROO	54	0	0	0	0	2	2	2	17.550000	3	28	70	2.500000	9.330000
roo55	Spring	ROO	55	0	0	0	0	0	0	0	10.800000	4	69	115	1.670000	17.250000
roo57	Spring	ROO	57	0	0	0	0	0	0	0	6.200000	5	51	77	1.510000	10.200000
roo58	Spring	ROO	58	0	1	0	1	2	88	43	20.010000	75	198	580	2.930000	2.640000
roo60	Spring	ROO	60	0	0	0	1	1	37	27	24.200000	22	160	501	3.130000	7.270000
roo61	Spring	ROO	61	0	0	0	0	0	13	13	13.710000	13	129	278	2.160000	9.920000
roo63	Spring	ROO	63	0	0	0	0	1	9	9	24.870000	24	93	307	3.300000	3.880000
roo64	Spring	ROO	64	0	0	0	0	0	8	8	16.400000	8	74	178	2.410000	9.250000
roo73	Spring	ROO	73	0	0	0	0	1	1	1	13.960000	4	61	122	2.000000	15.250000
roo78	Spring	ROO	78	0	0	0	0	0	6	6	11.050000	13	93	188	2.020000	7.150000
roo82	Spring	ROO	82	0	0	0	0	0	6	6	14.450000	6	40	93	2.330000	6.670000
roo83	Spring	ROO	83	0	0	0	0	0	3	3	18.060000	3	68	143	2.100000	22.670000
roo84	Spring	ROO	84	0	0	0	0	0	7	7	15.460000	18	57	144	2.530000	3.170000
roo85	Spring	ROO	85	0	0	0	0	0	0	0	8.390000	4	46	76	1.650000	11.500000
roo86	Spring	ROO	86	0	0	0	0	0	6	6	15.610000	12	86	207	2.410000	7.170000
roo93	Spring	ROO	93	0	0	0	0	0	1	1	5.620000	3	30	44	1.470000	10.000000
roo95	Spring	ROO	95	0	0	0	0	0	3	3	10.450000	10	78	152	1.950000	7.800000
roo96	Spring	ROO	96	0	0	0	0	1	5	5	13.010000	9	122	241	1.980000	13.560000
roo100	Spring	ROO	100	0	0	0	0	0	12	12	26.690000	24	75	261	3.480000	3.120000
roo104	Spring	ROO	104	0	0	0	0	0	3	3	18.760000	4	59	143	2.420000	14.750000
roo106	Spring	ROO	106	0	0	0	0	0	2	2	12.420000	3	31	63	2.030000	10.330000
roo116	Spring	ROO	116	0	0	0	0	0	4	4	10.480000	6	52	100	1.920000	8.670000
roo122	Spring	ROO	122	0	0	0	0	1	2	2	11.330000	8	60	122	2.030000	7.500000
roo123	Spring	ROO	123	0	0	0	0	0	22	22	15.280000	21	167	393	2.350000	7.950000
roo124	Spring	ROO	124	0	0	0	0	1	1	1	6.670000	6	63	97	1.540000	10.500000
roo134	Spring	ROO	134	0	0	0	0	0	3	3	30.530000	2	18	65	3.610000	9.000000
roo136	Spring	ROO	136	0	0	0	0	2	3	3	11.240000	7	75	144	1.920000	10.710000
roo141	Spring	ROO	141	0	0	0	0	1	1	1	11.150000	5	86	146	1.700000	17.200000
roo142	Spring	ROO	142	0	0	0	0	0	21	21	16.260000	27	196	482	2.460000	7.260000
roo143	Spring	ROO	143	0	0	0	0	2	0	0	10.250000	2	31	52	1.680000	15.500000
roo145	Spring	ROO	145	0	0	0	0	2	11	11	16.200000	10	84	203	2.420000	8.400000
roo153	Spring	ROO	153	0	0	0	1	1	105	105	34.390000	32	395	1512	3.830000	12.340000
roo156	Spring	ROO	156	0	0	0	0	0	8	8	11.360000	13	135	262	1.940000	10.380000
roo161	Spring	ROO	161	0	0	0	0	0	7	7	19.110000	7	128	299	2.340000	18.290000
roo162	Spring	ROO	162	0	0	0	0	0	9	9	10.620000	15	160	299	1.870000	10.670000
roo171	Spring	ROO	171	0	0	0	0	0	0	0	7.290000	5	64	97	1.520000	12.800000
roo172	Spring	ROO	172	0	0	0	0	0	1	1	2.530000	20	72	102	1.420000	3.600000
roo173	Spring	ROO	173	0	0	0	0	0	6	6	11.070000	6	101	172	1.700000	16.830000
roo184	Spring	ROO	184	0	0	0	0	0	3	3	12.310000	7	87	170	1.950000	12.430000
roo186	Spring	ROO	186	0	0	0	0	0	0	0	5.010000	13	85	130	1.530000	6.540000
roo187	Spring	ROO	187	0	0	0	0	0	0	0	13.270000	2	13	29	2.230000	6.500000
roo190	Spring	ROO	190	0	1	0	0	0	4	4	11.210000	4	39	76	1.950000	9.750000
roo192	Spring	ROO	192	0	0	0	0	0	50	50	86.910000	69	178	1531	8.600000	2.580000
roo194	Spring	ROO	194	0	0	0	0	0	1	1	10.550000	3	73	103	1.410000	24.330000
roo203	Spring	ROO	203	0	0	0	0	0	8	8	8.980000	9	84	149	1.770000	9.330000
roo204	Spring	ROO	204	0	0	0	0	0	5	5	9.880000	7	90	156	1.730000	12.860000
roo205	Spring	ROO	205	0	0	0	0	1	6	6	21.070000	9	29	87	3.000000	3.220000
roo206	Spring	ROO	206	0	0	0	0	1	5	5	14.150000	4	54	112	2.070000	13.500000
roo217	Spring	ROO	217	0	0	0	0	2	2	2	18.450000	2	42	92	2.190000	21.000000
roo229	Spring	ROO	229	0	0	0	0	1	3	3	15.570000	3	40	88	2.200000	13.330000
roo238	Spring	ROO	238	0	0	0	0	2	2	2	30.970000	2	14	52	3.710000	7.000000
roo242	Spring	ROO	242	0	1	0	0	1	2	1	10.650000	2	27	48	1.780000	13.500000
roo244	Spring	ROO	244	0	0	0	1	2	33	31	31.550000	40	164	633	3.860000	4.100000
roo253	Spring	ROO	253	0	0	0	0	0	1	1	6.730000	4	56	80	1.430000	14.000000
roo254	Spring	ROO	254	0	0	0	0	0	0	0	8.210000	4	28	50	1.790000	7.000000
roo261	Spring	ROO	261	0	0	0	0	2	4	4	8.830000	11	54	103	1.910000	4.910000
roo262	Spring	ROO	262	0	0	0	0	1	3	3	13.840000	4	67	130	1.940000	16.750000
roo263	Spring	ROO	263	0	0	0	0	0	0	0	8.010000	4	44	72	1.640000	11.000000
roo266	Spring	ROO	266	0	0	0	0	0	1	1	11.220000	4	58	104	1.790000	14.500000
roo276	Spring	ROO	276	0	0	0	0	0	3	3	9.810000	10	163	263	1.610000	16.300000
roo277	Spring	ROO	277	0	0	0	1	0	10	4	17.750000	6	45	116	2.580000	7.500000
roo286	Spring	ROO	286	0	0	0	0	0	5	5	11.700000	7	123	213	1.730000	17.570000
roo288	Spring	ROO	288	0	0	0	0	0	0	0	9.990000	4	48	85	1.770000	12.000000
roo290	Spring	ROO	290	0	0	0	0	0	7	7	19.800000	25	113	322	2.850000	4.520000
roo291	Spring	ROO	291	0	0	0	0	0	2	2	9.160000	7	97	159	1.640000	13.860000
roo298	Spring	ROO	298	0	0	0	0	0	0	0	9.550000	3	52	81	1.560000	17.330000
roo301	Spring	ROO	301	0	0	0	0	0	3	3	10.210000	4	51	90	1.760000	12.750000
roo303	Spring	ROO	303	0	0	0	0	0	5	5	13.500000	16	104	234	2.250000	6.500000
roo305	Spring	ROO	305	0	0	0	1	1	17	13	35.750000	16	64	270	4.220000	4.000000
roo307	Spring	ROO	307	0	0	0	0	1	10	10	21.760000	15	75	225	3.000000	5.000000
roo308	Spring	ROO	308	0	0	0	0	0	1	1	13.450000	5	100	180	1.800000	20.000000
roo316	Spring	ROO	316	0	0	0	0	2	23	23	20.610000	24	109	318	2.920000	4.540000
roo321	Spring	ROO	321	0	0	0	0	0	5	5	18.690000	12	85	227	2.670000	7.080000
roo327	Spring	ROO	327	0	0	0	0	0	1	1	7.080000	20	99	174	1.760000	4.950000
roo328	Spring	ROO	328	0	0	0	1	2	14	10	22.970000	7	129	343	2.660000	18.430000
roo329	Spring	ROO	329	0	0	0	0	1	1	1	13.250000	5	85	160	1.880000	17.000000
roo331	Spring	ROO	331	0	0	0	0	0	0	0	11.520000	2	18	36	2.000000	9.000000
roo333	Spring	ROO	333	0	0	0	0	1	2	2	21.540000	2	24	66	2.750000	12.000000
roo334	Spring	ROO	334	0	0	0	0	0	2	2	17.810000	2	20	50	2.500000	10.000000
roo339	Spring	ROO	339	0	0	0	0	0	1	1	11.520000	15	150	295	1.970000	10.000000
roo343	Spring	ROO	343	0	0	0	0	1	3	3	17.280000	2	38	82	2.160000	19.000000
roo347	Spring	ROO	347	0	0	0	1	1	9	7	13.140000	9	87	184	2.110000	9.670000
roo354	Spring	ROO	354	0	0	0	0	1	1	1	11.910000	3	50	89	1.780000	16.670000
roo357	Spring	ROO	357	0	0	0	0	0	4	4	15.980000	5	182	268	1.470000	36.400000
roo363	Spring	ROO	363	0	0	0	0	0	0	0	2.560000	8	54	71	1.310000	6.750000
roo364	Spring	ROO	364	0	0	0	0	0	10	10	25.380000	21	97	322	3.320000	4.620000
roo367	Spring	ROO	367	0	0	0	0	1	0	0	6.470000	2	17	27	1.590000	8.500000
roo368	Spring	ROO	368	0	0	0	0	0	6	6	16.100000	29	118	301	2.550000	4.070000
roo374	Spring	ROO	374	0	0	0	0	0	0	0	7.610000	2	21	34	1.620000	10.500000
roo375	Spring	ROO	375	0	0	0	0	0	1	1	12.640000	3	62	106	1.710000	20.670000
roo376	Spring	ROO	376	0	0	0	0	0	1	1	6.990000	11	78	131	1.680000	7.090000
roo377	Spring	ROO	377	0	0	0	0	0	14	14	14.190000	18	155	347	2.240000	8.610000
roo378	Spring	ROO	378	0	0	0	0	1	29	29	15.000000	46	225	547	2.430000	4.890000
roo379	Spring	ROO	379	0	0	0	0	0	2	2	7.380000	8	58	99	1.710000	7.250000
roo387	Spring	ROO	387	0	0	0	0	0	0	0	11.020000	2	45	68	1.510000	22.500000
roo388	Spring	ROO	388	0	0	0	0	2	4	4	15.440000	4	38	88	2.320000	9.500000
roo390	Spring	ROO	390	0	0	0	0	1	4	4	14.040000	2	40	74	1.850000	20.000000
roo392	Spring	ROO	392	0	0	0	0	0	0	0	5.610000	16	81	132	1.630000	5.060000
roo394	Spring	ROO	394	0	0	0	0	0	3	3	14.160000	5	100	186	1.860000	20.000000
roo396	Spring	ROO	396	0	0	0	0	0	2	2	16.230000	4	33	80	2.420000	8.250000
roo397	Spring	ROO	397	0	0	0	0	1	8	8	17.060000	8	141	308	2.180000	17.620000
roo404	Spring	ROO	404	0	0	0	0	0	0	0	7.480000	3	25	42	1.680000	8.330000
roo406	Spring	ROO	406	0	0	0	0	1	4	4	10.320000	4	67	110	1.640000	16.750000
roo419	Spring	ROO	419	0	0	0	0	0	0	0	14.470000	2	43	79	1.840000	21.500000
roo420	Spring	ROO	420	0	0	0	0	0	9	9	12.800000	11	111	230	2.070000	10.090000
roo422	Spring	ROO	422	0	0	0	0	0	1	1	10.360000	4	59	101	1.710000	14.750000
roo446	Spring	ROO	446	0	0	0	0	0	7	7	8.430000	17	85	159	1.870000	5.000000
roo447	Spring	ROO	447	0	0	0	0	0	0	0	8.370000	2	20	34	1.700000	10.000000
roo451	Spring	ROO	451	0	0	0	0	0	5	5	20.220000	3	52	128	2.460000	17.330000
roo455	Spring	ROO	455	0	0	0	0	1	2	2	17.530000	4	58	135	2.330000	14.500000
roo459	Spring	ROO	459	0	0	0	0	0	10	10	12.580000	14	110	234	2.130000	7.860000
roo462	Spring	ROO	462	0	0	0	0	0	3	3	9.820000	4	64	104	1.620000	16.000000
roo467	Spring	ROO	467	0	0	0	0	3	24	24	14.830000	31	188	447	2.380000	6.060000
roo475	Spring	ROO	475	0	0	0	0	0	5	5	11.310000	8	71	141	1.990000	8.880000
roo476	Spring	ROO	476	0	0	0	1	1	40	26	32.950000	17	110	429	3.900000	6.470000
roo483	Spring	ROO	483	0	0	0	0	0	0	0	2.550000	6	25	35	1.400000	4.170000
roo501	Spring	ROO	501	0	0	0	0	0	10	10	18.710000	15	64	177	2.770000	4.270000
roo505	Spring	ROO	505	0	0	0	0	2	34	34	11.870000	73	280	616	2.200000	3.840000
roo508	Spring	ROO	508	0	0	0	0	0	6	6	19.410000	18	164	437	2.660000	9.110000
roo512	Spring	ROO	512	0	0	0	0	0	5	5	10.120000	12	135	244	1.810000	11.250000
roo513	Spring	ROO	513	0	0	0	0	0	5	5	9.140000	17	58	115	1.980000	3.410000
roo517	Spring	ROO	517	0	0	0	0	0	4	4	5.080000	12	85	129	1.520000	7.080000
roo526	Spring	ROO	526	0	0	0	0	0	14	14	11.270000	17	121	247	2.040000	7.120000
roo533	Spring	ROO	533	0	0	0	0	3	22	22	39.280000	33	100	455	4.550000	3.030000
roo534	Spring	ROO	534	0	0	0	0	0	6	6	18.520000	14	74	201	2.720000	5.290000
roo535	Spring	ROO	535	0	0	0	0	2	12	12	17.800000	22	136	357	2.620000	6.180000
roo536	Spring	ROO	536	0	0	0	0	0	12	12	15.500000	17	96	235	2.450000	5.650000
roo539	Spring	ROO	539	0	0	0	0	0	2	2	7.200000	4	44	69	1.570000	11.000000
roo540	Spring	ROO	540	0	0	0	0	2	6	6	13.480000	6	92	180	1.960000	15.330000
roo541	Spring	ROO	541	0	0	0	0	0	0	0	9.620000	2	22	39	1.770000	11.000000
roo543	Spring	ROO	543	0	0	0	0	0	5	5	8.090000	15	176	285	1.620000	11.730000
roo546	Spring	ROO	546	0	0	0	0	0	0	0	9.450000	4	65	103	1.580000	16.250000
roo548	Spring	ROO	548	0	0	0	0	2	1	1	11.070000	11	57	119	2.090000	5.180000
roo553	Spring	ROO	553	0	0	0	0	2	3	3	8.330000	5	66	105	1.590000	13.200000
roo558	Spring	ROO	558	0	0	0	0	1	5	5	6.200000	19	53	93	1.750000	2.790000
roo559	Spring	ROO	559	0	0	0	0	2	6	6	11.570000	7	84	160	1.900000	12.000000
roo562	Spring	ROO	562	0	0	0	0	1	23	23	32.400000	45	147	582	3.960000	3.270000
roo563	Spring	ROO	563	0	0	0	0	0	3	3	9.110000	14	143	251	1.760000	10.210000
roo568	Spring	ROO	568	0	0	0	0	2	31	31	17.290000	28	179	461	2.580000	6.390000
roo570	Spring	ROO	570	0	0	0	0	0	3	3	16.420000	6	51	124	2.430000	8.500000
roo574	Spring	ROO	574	0	1	0	0	0	3	0	15.270000	3	40	87	2.170000	13.330000
roo575	Spring	ROO	575	0	0	0	0	0	19	19	11.840000	24	89	196	2.200000	3.710000
roo576	Spring	ROO	576	0	0	0	0	0	0	0	9.940000	4	34	64	1.880000	8.500000
roo578	Spring	ROO	578	0	0	0	0	0	1	1	9.020000	6	57	101	1.770000	9.500000
roo589	Spring	ROO	589	0	0	0	0	1	5	5	13.730000	3	67	117	1.750000	22.330000
roo615	Spring	ROO	615	0	0	0	0	1	16	16	16.550000	24	125	319	2.550000	5.210000
roo618	Spring	ROO	618	0	0	0	0	2	3	3	11.020000	8	89	168	1.890000	11.120000
